COMPETITION_WYID,MATCH_WYID,EVENT_WYID,PRIMARYTYPE,CARRYPROGRESSION,CARRYENDLOCATIONX,CARRYENDLOCATIONY
335,5575645,2184832502,touch,4.28,17,48
335,5575645,2184832511,acceleration,21.99,64,29
335,5575645,2184832727,touch,10.69,44,70
335,5575645,2184832731,touch,13.74,59,84
335,5575645,2184832734,touch,5.615,54,29
335,5575645,2184832740,touch,2.68,54,46
335,5575645,2184833179,touch,5.205,37,56
335,5575645,2184832544,duel,7.57,45,27
335,5575645,2184832565,duel,6.501,53,83
335,5575645,2184832583,acceleration,27.85,67,74
335,5575645,2184832594,touch,16.47,43,85
335,5575645,2184832599,touch,4.933,43,33
335,5575645,2184832603,touch,14.6,65,22
335,5575645,2184832767,interception,21.62,70,66
335,5575645,2184832634,duel,0.061,47,67
335,5575645,2184832646,duel,-5.318,69,11
335,5575645,2184832779,touch,11.7,90,63
335,5575645,2184832682,touch,11.06,37,62
335,5575645,2184832684,touch,9.928,54,39
335,5575645,2184832688,touch,3.091,60,18
335,5575645,2184832693,free_kick,9.11,59,19
335,5575645,2184832797,pass,-3.765,14,12
335,5575645,2184832805,duel,8.963,89,39
335,5575645,2184832959,touch,16.77,74,6
335,5575645,2184832969,touch,20.1,77,77
335,5575645,2184832829,touch,12.05,48,10
335,5575645,2184832858,touch,11.78,71,55
335,5575645,2184832861,duel,3.158,92,13
335,5575645,2184833019,touch,1.942,76,8
335,5575645,2184832881,duel,4.674,49,98
335,5575645,2184833027,duel,-6.403,31,10
335,5575645,2184833036,touch,11.4,55,8
335,5575645,2184833038,duel,-6.33,54,2
335,5575645,2184833040,touch,-3.068,53,45
335,5575645,2184833044,touch,6.294,52,31
335,5575645,2184833047,touch,11.68,57,29
335,5575645,2184833051,touch,-6.788,44,20
335,5575645,2184833056,touch,4.442,36,17
335,5575645,2184833061,duel,-0.512,57,60
335,5575645,2184833064,touch,10.62,88,71
335,5575645,2184833080,touch,8.086,77,76
335,5575645,2184833083,touch,-4.691,90,83
335,5575645,2184833087,duel,5.489,57,69
335,5575645,2184833093,touch,17.88,58,28
335,5575645,2184833101,touch,2.801,67,17
335,5575645,2184833104,touch,3.963,72,27
335,5575645,2184833113,touch,8.088,45,79
335,5575645,2184833118,touch,11.24,72,5
335,5575645,2184833122,touch,8.302,81,68
335,5575645,2184833124,touch,4.301,86,74
335,5345385,1332129474,touch,9.025,30,73
335,5345385,1332129480,duel,12.38,42,9
335,5345385,1332129491,duel,-8.728,45,69
335,5345385,1332129504,duel,10.41,69,7
335,5345385,1332129503,duel,-6.625,34,92
335,5345385,1332131467,touch,9.891,63,84
335,5345385,1332129565,duel,12.21,60,10
335,5345385,1332129608,touch,3.921,46,63
335,5345385,1332129628,touch,5.043,52,86
335,5345385,1332129634,touch,8.251,53,35
335,5345385,1332129646,touch,9.852,54,81
335,5345385,1332129669,pass,-60.5,82,64
335,5345385,1332129672,duel,5.939,85,53
335,5345385,1332129708,interception,-1.087,16,47
335,5345385,1332129718,touch,5.003,92,83
335,5345385,1332129779,touch,10.22,58,90
335,5345385,1332129781,duel,-17.41,54,95
335,5345385,1332129787,touch,9.813,45,18
335,5345385,1332129801,pass,-5.929,27,22
335,5345385,1332129810,duel,-9.864,50,6
335,5345385,1332129899,touch,10.52,11,48
335,5345385,1332131464,touch,20.2,82,25
335,5345385,1332129842,touch,18.27,72,71
335,5345385,1332129862,duel,-17.46,12,12
335,5345385,1332129997,touch,9.65,59,4
335,5345385,1332129888,acceleration,26.48,71,68
335,5345385,1332130017,duel,3.903,62,95
335,5345385,1332130020,duel,1.894,96,84
335,5345385,1332130070,duel,-10.51,9,87
335,5345385,1332130080,touch,9.626,52,59
335,5345385,1332130027,acceleration,15.62,65,35
335,5345385,1332130037,throw_in,6.748,78,9
335,5345385,1332130089,duel,-9.185,72,67
335,5345385,1332130194,duel,-8.653,1,7
335,5345385,1332130136,duel,7.446,83,32
335,5345385,1332130139,touch,5.373,89,50
335,5345385,1332130147,touch,11.45,55,9
335,5345385,1332130292,touch,6.388,92,75
335,5345385,1332130327,duel,31.91,79,41
335,5345385,1332130348,duel,-5.627,21,5
335,5345385,1332130205,touch,10.54,21,54
335,5345385,1332130233,touch,-4.869,48,71
335,5345385,1332130242,duel,-2.785,52,66
335,5345385,1332130249,duel,3.336,93,30
335,5345385,1332130268,touch,12.54,43,73
335,5345385,1332130297,touch,10.07,59,69
335,5345385,1332130326,duel,3.729,91,92
335,5345385,1332130493,duel,-7.437,10,90
335,5345385,1332130398,interception,13.26,37,12
335,5345385,1332130416,pass,45.23,20,36
335,5345385,1332130423,duel,33.4,48,43
335,5345385,1332130448,touch,11.73,31,32
335,5345385,1332130606,duel,6.034,33,37
335,5345385,1332130615,touch,16.03,81,17
335,5345385,1332130498,duel,11.73,34,81
335,5345385,1332130636,duel,7.65,37,48
335,5345385,1332130653,touch,10.54,76,92
335,5345385,1332130539,touch,12.97,80,73
335,5345385,1332130558,touch,13.49,86,85
335,5345385,1332130560,duel,-1.19,82,66
335,5345385,1332130565,touch,16.33,92,61
335,5345385,1332130570,duel,6.83,96,5
335,5345385,1332130782,touch,-11.21,9,55
335,5345385,1332130785,touch,19.32,65,21
335,5345385,1332130654,duel,-8.827,7,93
335,5345385,1332130672,pass,20.07,31,90
335,5345385,1332130681,interception,14.6,31,64
335,5345385,1332130688,acceleration,29.15,76,22
335,5345385,1332130694,touch,5.564,89,57
335,5345385,1332130829,touch,-9.287,50,59
335,5345385,1332130832,touch,4.094,53,89
335,5345385,1332130839,touch,6.172,87,92
335,5345385,1332130737,touch,15.31,48,76
335,5345385,1332130882,acceleration,23.15,78,34
335,5345385,1332130891,duel,7.787,76,16
335,5345385,1332130753,duel,4.352,14,44
335,5345385,1332130760,touch,17.22,41,90
335,5345385,1332130972,touch,10.75,66,32
335,5345385,1332130976,touch,12.07,81,84
335,5345385,1332130769,acceleration,41.59,68,42
335,5345385,1332130773,touch,9.491,93,32
335,5345385,1332130997,duel,9.894,21,96
335,5345385,1332131001,touch,25.16,62,62
335,5345385,1332130804,touch,23.33,59,19
335,5345385,1332131031,touch,8.904,42,58
335,5345385,1332131037,duel,-4.813,80,10
335,5345385,1332131043,touch,8.16,85,28
335,5345385,1332131050,duel,-3.288,84,15
335,5345385,1332131078,touch,10.8,76,59
335,5345385,1332131456,throw_in,4.509,60,93
335,5345385,1332131099,touch,12.39,81,69
335,5345385,1332131103,touch,6.64,97,76
335,5345385,1332130857,acceleration,18.08,79,65
335,5345385,1332130911,touch,-5.96,45,69
335,5345385,1332130919,duel,7.192,67,75
335,5345385,1332131151,touch,24.83,91,81
335,5345385,1332130936,acceleration,20.58,79,74
335,5345385,1332131181,pass,17.45,40,33
335,5345385,1332130946,duel,-5.881,66,16
335,5345385,1332130953,touch,-11.74,45,45
335,5345385,1332131218,touch,8.091,57,32
335,5345385,1332131223,touch,6.02,56,58
335,5345385,1332131024,touch,6.285,53,68
335,5345385,1332131285,duel,3.793,72,95
335,5345385,1332131301,touch,13.42,63,46
335,5345385,1332131346,touch,-8.265,47,10
335,5345385,1332131374,touch,9.139,52,78
335,5345385,1332131376,touch,11.25,92,14
335,5345385,1332131384,touch,12.46,83,18
335,5345385,1332131398,acceleration,29.71,65,96
335,5345385,1332131413,touch,3.84,54,61
335,5345385,1332131211,touch,10.32,64,16
335,5345385,1332131225,duel,16.43,77,39
335,5345385,1332131253,touch,16.12,73,14
335,5345385,1332131446,duel,5.3,36,94
335,5345385,1332131265,touch,-7.26,46,21
335,5227240,1012255800,touch,27.83,71,60
335,5227240,1012256979,duel,-2.699,20,87
335,5227240,1012255848,duel,0.72,47,69
335,5227240,1012255859,duel,3.455,78,79
335,5227240,1012255886,duel,-7.284,91,96
335,5227240,1012255913,touch,12.4,46,15
335,5227240,1012255942,touch,12.94,13,61
335,5227240,1012255949,touch,11.05,43,31
335,5227240,1012255955,touch,16.65,69,71
335,5227240,1012255962,interception,12.03,58,18
335,5227240,1012255989,touch,7.256,37,60
335,5227240,1012256047,touch,7.44,64,20
335,5227240,1012256067,acceleration,23.45,52,84
335,5227240,1012257077,touch,20.21,46,90
335,5227240,1012256089,acceleration,20.26,66,3
335,5227240,1012256095,acceleration,13.76,74,18
335,5227240,1012256108,touch,9.49,32,16
335,5227240,1012256116,touch,8.499,17,64
335,5227240,1012256136,acceleration,11.32,77,45
335,5227240,1012256153,acceleration,8.5,75,39
335,5227240,1012256181,touch,7.604,55,15
335,5227240,1012256187,touch,-2.18,63,2
335,5227240,1012256209,duel,9.022,54,62
335,5227240,1012256218,touch,8.207,56,14
335,5227240,1012257199,interception,-6.425,28,83
335,5227240,1012256235,duel,3.621,80,64
335,5227240,1012257228,duel,9.05,35,64
335,5227240,1012256291,touch,14.62,34,48
335,5227240,1012256299,touch,11.5,54,24
335,5227240,1012257281,touch,10.07,91,68
335,5227240,1012257335,duel,15.44,96,75
335,5227240,1012256376,acceleration,22.89,70,53
335,5227240,1012256391,touch,10.41,41,85
335,5227240,1012256392,duel,-5.402,95,91
335,5227240,1012256412,duel,-0.646,73,49
335,5227240,1012256483,duel,7.199,44,3
335,5227240,1012256508,acceleration,15.89,74,80
335,5227240,1012256519,duel,1.5,82,82
335,5227240,1012257481,touch,-5.231,13,75
335,5227240,1012257485,touch,10.47,19,54
335,5227240,1012256685,touch,10.26,55,4
335,5227240,1012256691,acceleration,11.88,79,26
335,5227240,1012257676,touch,7.05,55,8
335,5227240,1012257682,duel,6.234,97,20
335,5227240,1012256728,duel,10.94,33,11
335,5227240,1012256743,duel,-1.056,25,70
335,5227240,1012256753,touch,14.7,44,96
335,5227240,1012256757,touch,6.523,51,87
335,5227240,1012256773,touch,12.18,44,29
335,5227240,1012257700,touch,5.821,21,75
335,5227240,1012257708,touch,-4.674,48,81
335,5227240,1012257731,touch,0.365,35,21
335,5227240,1012256859,duel,7.832,35,83
335,5227240,1012256873,touch,15.09,96,68
335,5227240,1012256885,touch,10.33,55,84
335,5227240,1012256893,duel,-6.567,67,43
335,5227240,1012257816,acceleration,31,84,51
335,5227240,1012256947,duel,-0.186,43,4
335,5227240,1012256991,touch,10.61,67,77
335,5227240,1012255811,acceleration,15.66,38,3
335,5227240,1012255814,acceleration,23.95,72,68
335,5227240,1012257113,acceleration,17.18,32,17
335,5227240,1012257116,touch,-8.462,46,16
335,5227240,1012255868,touch,10.31,39,69
335,5227240,1012255880,touch,12.88,38,93
335,5227240,1012255899,touch,11.43,30,62
335,5227240,1012255912,interception,8.766,52,79
335,5227240,1012255947,duel,4.819,34,67
335,5227240,1012255956,acceleration,22.02,69,47
335,5227240,1012255963,touch,-8.695,81,90
335,5227240,1012257190,touch,-2.595,34,15
335,5227240,1012256010,touch,12.74,43,97
335,5227240,1012256022,touch,-3.989,62,48
335,5227240,1012257214,goal_kick,10.58,10,50
335,5227240,1012257216,touch,17.82,31,85
335,5227240,1012257240,touch,7.362,32,50
335,5227240,1012256060,touch,-5.411,12,76
335,5227240,1012256070,touch,-11.78,42,96
335,5227240,1012256090,touch,13.94,56,74
335,5227240,1012257279,pass,29.92,19,11
335,5227240,1012257295,touch,-10.17,23,18
335,5227240,1012257303,duel,-4.625,71,13
335,5227240,1012256148,duel,6.122,32,69
335,5227240,1012257308,acceleration,24.84,79,71
335,5227240,1012256197,touch,6.119,12,24
335,5227240,1012257334,touch,9.955,79,21
335,5227240,1012257345,touch,-7.224,47,19
335,5227240,1012257350,touch,-4.357,56,56
335,5227240,1012256223,touch,3.831,22,22
335,5227240,1012256250,duel,2.754,52,81
335,5227240,1012256263,duel,-12.44,40,95
335,5227240,1012256286,touch,24.68,53,26
335,5227240,1012257473,touch,14.9,76,5
335,5227240,1012257491,touch,-3.592,81,70
335,5227240,1012256335,duel,7.929,26,37
335,5227240,1012257505,touch,-1.777,14,88
335,5227240,1012257523,touch,6.209,69,28
335,5227240,1012257527,duel,16.52,90,71
335,5227240,1012257545,duel,1.832,24,88
335,5227240,1012257558,touch,17.27,77,16
335,5227240,1012257589,touch,9.474,33,58
335,5227240,1012257593,acceleration,28.9,65,13
335,5227240,1012256431,touch,9.351,21,18
335,5227240,1012256435,touch,-5.05,13,30
335,5227240,1012257635,duel,-4.917,43,17
335,5227240,1012257713,throw_in,-1.595,70,5
335,5227240,1012257795,touch,10.97,74,73
335,5227240,1012256531,duel,6.736,81,75
335,5227240,1012256553,duel,-6.973,45,94
335,5227240,1012256568,acceleration,19.58,83,86
335,5227240,1012257843,touch,-2.015,15,46
335,5227240,1012256596,duel,-4.235,39,3
335,5227240,1012256612,duel,-1.741,56,89
335,5227240,1012256614,acceleration,3.118,73,90
335,5227240,1012256631,duel,4.629,80,65
335,5227240,1012256643,touch,11.4,89,81
335,5227240,1012257914,touch,21.54,28,43
335,5227240,1012257926,touch,-4.594,55,51
335,5227240,1012256763,duel,8.608,54,22
335,5227240,1012257954,duel,5.562,81,38
335,5227240,1012256802,touch,1.098,27,7
335,5227240,1012256812,duel,-3.262,43,86
335,5227240,1012257978,duel,-2.709,64,21
335,5227240,1012256860,acceleration,27.1,88,29
335,5227240,1012257996,touch,17.77,36,45
335,5227240,1012256902,touch,12.03,88,72
335,5227240,1012256904,duel,4.453,98,72
335,5328129,1284327470,duel,2.464,92,7
335,5328129,1284327241,duel,-7.628,0,92
335,5328129,1284327245,duel,15.76,86,62
335,5328129,1284327553,acceleration,14.09,78,95
335,5328129,1284327595,acceleration,19.56,66,85
335,5328129,1284327599,duel,2.555,97,72
335,5328129,1284327608,duel,9.493,95,74
335,5328129,1284327646,touch,10.43,89,77
335,5328129,1284327351,touch,11.99,92,71
335,5328129,1284327359,touch,-6.586,14,68
335,5328129,1284327736,touch,10.44,56,46
335,5328129,1284327744,touch,-6.023,48,16
335,5328129,1284327754,touch,11.3,64,14
335,5328129,1284327782,pass,14.81,31,65
335,5328129,1284327788,throw_in,1.296,34,92
335,5328129,1284327422,touch,8.476,54,13
335,5328129,1284327447,corner,-0.838,81,92
335,5328129,1284327450,duel,17.26,66,62
335,5328129,1284327457,duel,6.41,79,84
335,5328129,1284327865,touch,14.47,41,41
335,5328129,1284327868,touch,2.397,63,9
335,5328129,1284327881,touch,4.774,66,71
335,5328129,1284327534,duel,-4.691,28,11
335,5328129,1284327577,touch,-13.8,55,12
335,5328129,1284327927,touch,13.46,49,35
335,5328129,1284327933,touch,9.749,73,96
335,5328129,1284327612,acceleration,31.97,60,14
335,5328129,1284327640,touch,11.05,48,20
335,5328129,1284327679,duel,7.067,96,93
335,5328129,1284327985,touch,21.09,63,53
335,5328129,1284327699,duel,15.78,52,50
335,5328129,1284327990,touch,40.58,54,34
335,5328129,1284327992,touch,10.18,75,69
335,5328129,1284327717,touch,-1.276,30,50
335,5328129,1284328017,touch,10.59,58,85
335,5328129,1284328019,touch,7.65,67,81
335,5328129,1284328029,touch,-13.34,43,36
335,5328129,1284327791,duel,12.21,46,45
335,5328129,1284327802,duel,-1.892,7,12
335,5328129,1284327804,duel,12.37,29,4
335,5328129,1284327844,touch,10.37,54,84
335,5328129,1284328129,touch,19.32,58,84
335,5328129,1284328132,touch,22.93,82,68
335,5328129,1284328169,touch,4.94,74,25
335,5328129,1284328198,touch,22.57,46,83
335,5328129,1284328204,touch,15.05,47,37
335,5328129,1284328217,touch,4.624,42,56
335,5328129,1284328222,touch,-8.014,52,88
335,5328129,1284328233,touch,13.21,69,30
335,5328129,1284328267,touch,9.82,40,52
335,5328129,1284328270,touch,17.73,61,21
335,5328129,1284328281,touch,21.18,46,40
335,5328129,1284328287,touch,18.21,78,82
335,5328129,1284327952,acceleration,31.93,71,22
335,5328129,1284328317,acceleration,37.86,79,71
335,5328129,1284327967,duel,7.18,33,4
335,5328129,1284327979,touch,11.18,35,66
335,5328129,1284328079,touch,7.767,96,27
335,5328129,1284328367,touch,-14.62,64,35
335,5328129,1284328377,duel,19.04,91,72
335,5328129,1284328384,duel,8.364,78,36
335,5328129,1284328387,touch,5.614,85,64
335,5328129,1284328148,touch,27.33,64,92
335,5328129,1284328155,touch,23.76,86,30
335,5328129,1284328164,touch,10.87,92,27
335,5328129,1284328432,duel,24.99,55,72
335,5328129,1284328436,duel,0.516,74,65
335,5328129,1284328224,touch,19.45,96,10
335,5328129,1284328456,acceleration,27.63,70,40
335,5328129,1284328505,touch,11.26,84,83
335,5328129,1284328514,touch,6.073,88,91
335,5328129,1284328518,touch,4.281,86,70
335,5328129,1284328531,touch,10.31,89,73
335,5328129,1284328533,touch,-7.47,79,57
335,5328129,1284328564,touch,-5.914,77,30
335,5328129,1284328571,duel,5.567,94,86
335,5328129,1284328390,touch,30.94,59,5
335,5328129,1284328597,touch,12.7,46,66
335,5328129,1284328601,touch,-8.016,45,9
335,5328129,1284328400,touch,-1.587,47,68
335,5328129,1284328623,duel,-14.75,23,90
335,5328129,1284328625,touch,8.106,22,84
335,5328129,1284328419,touch,19.7,82,26
335,5328129,1284328664,touch,4.161,44,75
335,5328129,1284328680,touch,25.9,55,70
335,5328129,1284328689,free_kick,5.065,91,7
335,5328129,1284328574,touch,27.49,58,96
335,5328129,1284328700,touch,7.695,30,43
335,5328129,1284328702,touch,20.44,43,69
335,5328129,1284328710,touch,2.02,78,87
335,5328129,1284328719,touch,8.439,89,66
335,5328129,1284328728,duel,6.337,58,28
335,5328129,1284328735,touch,15.53,79,25
335,5328129,1284328740,touch,5.177,87,31
335,5328129,1284328765,touch,25.53,45,77
335,5328129,1284328780,touch,8.263,76,81
335,5328129,1284328798,acceleration,20.57,70,37
335,5328129,1284328810,touch,2.899,60,66
335,5328129,1284328816,duel,25.06,88,27
335,5328129,1284328827,duel,-3.569,92,23
335,5328129,1284328748,duel,27.84,65,7
335,5328129,1284328756,touch,7.345,54,51
335,5328129,1284328764,duel,-0.701,76,87
335,5328129,1284328852,duel,7.327,67,20
335,5328129,1284328806,touch,10.7,46,34
335,5328129,1284328809,touch,17.48,77,10
335,5328129,1284328888,touch,22.83,31,21
335,5328129,1284328893,touch,11.52,45,68
335,5328129,1284328899,duel,4.246,72,5
335,5328129,1284328911,duel,0.399,89,40
335,5328129,1284328868,duel,2.725,62,96
335,5328129,1284328872,duel,-5.095,58,78
335,5328129,1284328948,touch,11.62,56,27
335,5328129,1284328950,touch,22.36,75,27
335,5328129,1284328964,duel,20.39,95,61
335,5328129,1284328980,duel,5.469,57,31
335,5328129,1284328968,touch,18.93,57,80
335,5328129,1284328978,duel,6.702,98,73
335,5328129,1284329014,touch,8.78,43,24
335,5328129,1284329017,touch,19.05,59,34
335,5328129,1284329040,duel,-6.255,55,95
335,5328129,1284329053,pass,-43.77,68,95
335,5328129,1284329078,touch,-4.934,28,52
335,5328129,1284329099,interception,-6.155,43,34
335,5328129,1284329103,touch,5.032,65,94
335,5328129,1284329191,touch,2.338,34,54
335,5328129,1284329207,duel,13.04,26,15
335,5328129,1284329155,duel,3.604,44,2
335,5328129,1284329228,touch,10.03,54,90
335,5328129,1284329233,touch,18.87,30,54
335,5328129,1284329239,duel,5.322,80,5
335,5328129,1284329241,duel,3.297,87,63
335,5345401,1373763151,touch,21.07,47,19
335,5345401,1373763137,duel,-3.358,34,74
335,5345401,1373763154,touch,23.46,87,35
335,5345401,1373763220,touch,-8.176,43,66
335,5345401,1373763223,touch,16.66,56,32
335,5345401,1373763213,throw_in,16.73,55,91
335,5345401,1373763283,acceleration,17.93,78,96
335,5345401,1373763288,duel,-15.72,46,96
335,5345401,1373763308,duel,-6.855,45,63
335,5345401,1373763357,touch,19.71,91,72
335,5345401,1373763385,touch,8.07,21,87
335,5345401,1373763415,touch,12.32,86,26
335,5345401,1373763497,touch,4.482,89,6
335,5345401,1373763330,duel,-7.815,40,93
335,5345401,1373763395,touch,-5.257,12,52
335,5345401,1373763631,duel,15.82,61,22
335,5345401,1373763696,duel,-5.532,92,97
335,5345401,1373763699,touch,-1.686,80,82
335,5345401,1373763446,duel,16.54,54,52
335,5345401,1373763457,duel,2.749,78,66
335,5345401,1373763503,touch,15.32,30,68
335,5345401,1373763533,duel,-9.653,67,14
335,5345401,1373763543,duel,-5.011,76,82
335,5345401,1373763557,touch,-9.461,43,48
335,5345401,1373763561,duel,-1.673,64,26
335,5345401,1373763575,acceleration,34.74,69,10
335,5345401,1373763602,touch,4.457,74,31
335,5345401,1373763935,touch,6.399,53,51
335,5345401,1373763655,touch,23.91,33,33
335,5345401,1373763669,touch,16.82,43,33
335,5345401,1373763674,duel,12.77,85,68
335,5345401,1373763977,touch,16.17,47,6
335,5345401,1373763996,touch,38.5,58,16
335,5345401,1373764006,touch,4.707,88,5
335,5345401,1373763737,pass,9.545,31,37
335,5345401,1373763746,touch,10.73,54,77
335,5345401,1373764037,touch,2.355,17,8
335,5345401,1373764066,pass,1.686,82,96
335,5345401,1373764076,duel,-2.758,81,81
335,5345401,1373764090,touch,12.77,74,22
335,5345401,1373764107,touch,6.481,81,80
335,5345401,1373763824,duel,6.842,41,67
335,5345401,1373763826,touch,15.68,63,26
335,5345401,1373763843,touch,11.89,86,16
335,5345401,1373763851,touch,6.348,85,70
335,5345401,1373764257,touch,-3.905,98,16
335,5345401,1373763902,touch,13.46,23,61
335,5345401,1373763905,duel,12.56,44,47
335,5345401,1373764344,duel,-4.304,25,8
335,5345401,1373763971,touch,17.82,88,97
335,5345401,1373764015,touch,3.582,90,76
335,5345401,1373764027,touch,7.862,96,60
335,5345401,1373764053,duel,-3.736,91,9
335,5345401,1373764080,duel,-1.302,47,70
335,5345401,1373764551,duel,-0.836,62,96
335,5345401,1373764112,touch,20.15,48,73
335,5345401,1373764160,touch,8.646,55,30
335,5345401,1373764162,duel,20.1,92,15
335,5345401,1373764164,touch,7.77,97,41
335,5345401,1373764633,touch,14,61,80
335,5345401,1373764642,touch,13.07,81,88
335,5345401,1373764717,touch,-5.504,29,61
335,5345401,1373764202,duel,-0.643,76,21
335,5345401,1373764255,touch,2.527,78,53
335,5345401,1373764754,touch,4.031,51,94
335,5345401,1373764266,acceleration,29.81,88,7
335,5345401,1373764761,touch,5.987,21,9
335,5345401,1373764771,duel,2.436,72,42
335,5345401,1373764796,touch,15.07,66,65
335,5345401,1373764800,touch,8.7,55,64
335,5345401,1373764805,touch,-3.024,71,65
335,5345401,1373764809,touch,19.64,81,93
335,5345401,1373764312,duel,-9.614,34,83
335,5345401,1373764314,duel,-4.632,31,73
335,5345401,1373764316,duel,9.257,33,82
335,5345401,1373764821,touch,5.741,14,33
335,5345401,1373764830,duel,7.541,67,49
335,5345401,1373764832,interception,-18.35,35,59
335,5345401,1373764835,touch,9.655,56,90
335,5345401,1373764840,touch,7.941,54,29
335,5345401,1373764845,duel,-1.401,74,52
335,5345401,1373764847,pass,-63.14,77,64
335,5345401,1373764855,touch,30.25,80,82
335,5345401,1373764870,interception,31.89,55,69
335,5345401,1373764872,acceleration,16.43,74,79
335,5345401,1373764876,touch,13.12,68,59
335,5345401,1373764879,duel,3.545,89,91
335,5345401,1373764897,touch,10.38,54,68
335,5345401,1373764902,touch,3.861,53,68
335,5345401,1373764453,touch,1.373,18,18
335,5345401,1373764457,touch,16.45,43,75
335,5345401,1373764474,touch,6.17,56,87
335,5345401,1373764483,touch,1.392,87,72
335,5345401,1373764488,touch,6.466,89,75
335,5345401,1373764513,touch,5.281,54,54
335,5345401,1373764618,touch,-0.025,99,8
335,5345401,1373764980,touch,0.859,9,91
335,5345401,1373764994,duel,9.42,36,64
335,5345401,1373765025,duel,19.86,90,71
335,5345401,1373764718,duel,-34.58,28,49
335,5227293,1122467079,duel,2.575,36,51
335,5227293,1122465552,touch,21.4,46,10
335,5227293,1122467098,acceleration,5.398,81,24
335,5227293,1122467103,touch,-12.97,43,29
335,5227293,1122467108,acceleration,10.68,74,48
335,5227293,1122467117,duel,5.969,96,14
335,5227293,1122467133,goalkeeper_exit,6.328,15,57
335,5227293,1122467138,duel,39.12,72,38
335,5227293,1122465610,duel,5.24,28,72
335,5227293,1122465631,duel,12.83,38,94
335,5227293,1122467178,acceleration,15.07,82,31
335,5227293,1122467182,touch,9.962,77,43
335,5227293,1122467193,touch,-18.12,16,93
335,5227293,1122465652,duel,7.858,61,40
335,5227293,1122467198,touch,-8.278,25,57
335,5227293,1122465664,touch,4.263,16,82
335,5227293,1122465668,duel,1.186,23,85
335,5227293,1122467216,acceleration,18.73,87,78
335,5227293,1122465688,touch,8.517,98,83
335,5227293,1122465700,acceleration,37.06,80,20
335,5227293,1122465715,touch,3.975,52,58
335,5227293,1122465721,touch,19.17,72,14
335,5227293,1122465726,duel,4.503,97,80
335,5227293,1122465733,pass,-20.41,97,17
335,5227293,1122465753,duel,-5.913,43,96
335,5227293,1122465762,touch,8.651,47,65
335,5227293,1122465771,touch,11.79,71,11
335,5227293,1122467262,duel,-0.379,53,99
335,5227293,1122465806,touch,17.15,84,14
335,5227293,1122465817,touch,1.318,69,62
335,5227293,1122467279,touch,-7.684,30,55
335,5227293,1122467285,touch,23.66,55,21
335,5227293,1122465852,touch,16.56,37,39
335,5227293,1122465858,touch,15.45,67,35
335,5227293,1122467300,duel,11,71,19
335,5227293,1122465980,touch,22.86,52,42
335,5227293,1122465982,pass,-33.62,65,3
335,5227293,1122465990,touch,4.531,51,42
335,5227293,1122466027,touch,25.53,65,15
335,5227293,1122466033,touch,20.31,69,54
335,5227293,1122466045,pass,-69.42,75,61
335,5227293,1122466060,duel,3.342,87,12
335,5227293,1122466101,duel,5.039,41,68
335,5227293,1122466103,touch,38.47,96,57
335,5227293,1122466121,touch,1.128,5,80
335,5227293,1122467440,touch,-1.03,76,15
335,5227293,1122467462,touch,8.637,54,21
335,5227293,1122467465,duel,6.658,97,13
335,5227293,1122467486,acceleration,8.407,76,50
335,5227293,1122465782,duel,26.27,56,90
335,5227293,1122465791,duel,11.84,73,29
335,5227293,1122465810,duel,3.287,94,13
335,5227293,1122466322,acceleration,18.53,44,61
335,5227293,1122466348,touch,10.59,69,38
335,5227293,1122465899,acceleration,19,85,34
335,5227293,1122465917,touch,12.97,75,79
335,5227293,1122465943,touch,6.537,62,38
335,5227293,1122465970,duel,-3.695,76,79
335,5227293,1122466404,pass,5.844,30,79
335,5227293,1122466007,touch,9.857,58,69
335,5227293,1122466043,touch,7.065,56,25
335,5227293,1122466455,acceleration,38.64,79,15
335,5227293,1122466459,duel,2.707,78,16
335,5227293,1122466078,touch,2.875,28,17
335,5227293,1122466483,acceleration,22.55,72,14
335,5227293,1122466485,duel,5.775,75,20
335,5227293,1122466500,duel,-3.981,25,21
335,5227293,1122466151,touch,6.397,57,48
335,5227293,1122466161,touch,21.28,78,16
335,5227293,1122466545,touch,13.94,65,72
335,5227293,1122466286,duel,-0.289,79,76
335,5227293,1122466311,touch,15.1,63,12
335,5227293,1122466583,duel,-5.494,50,96
335,5227293,1122466374,pass,-6.105,64,67
335,5227293,1122466393,duel,5.708,37,72
335,5227293,1122466401,duel,10.22,73,35
335,5227293,1122466431,pass,-75.1,80,51
335,5227293,1122466627,acceleration,16.03,45,98
335,5227293,1122466479,duel,20.97,92,25
335,5227293,1122466678,duel,-5.697,33,16
335,5227293,1122466742,duel,-8.52,59,24
335,5227293,1122466744,duel,6.868,72,18
335,5227293,1122466750,touch,17.54,77,56
335,5227293,1122466628,interception,-1.541,4,91
335,5227293,1122466640,duel,-5.394,18,6
335,5227293,1122466674,touch,14.29,26,49
335,5227293,1122466682,touch,19.01,51,47
335,5227293,1122466722,acceleration,-2.497,23,5
335,5227293,1122466877,duel,8.861,77,70
335,5227293,1122466880,touch,12.64,91,62
335,5227293,1122466765,duel,-7.146,3,27
335,5227293,1122466895,touch,-3.452,98,86
335,5227293,1122466795,touch,-1.046,61,45
335,5227293,1122466797,touch,5.99,54,91
335,5227293,1122466808,touch,18.09,66,76
