COMPETITION_WYID,MATCH_WYID,EVENT_WYID,PRIMARYTYPE,CARRYPROGRESSION,CARRYENDLOCATIONX,CARRYENDLOCATIONY
335,5345483,1548752285,touch,9.1,97,29
335,5345483,1548752267,touch,6.493,85,36
335,5345483,1548752345,acceleration,31.25,63,16
335,5345483,1548752367,touch,5.956,37,58
335,5345483,1548752329,touch,-9.054,43,77
335,5345483,1548752335,touch,17.27,51,79
335,5345483,1548752350,duel,1.331,93,92
335,5345483,1548752381,touch,-3.748,64,38
335,5345483,1548752397,duel,6.36,33,12
335,5345483,1548752405,duel,-3.981,35,9
335,5345483,1548752434,touch,10.76,53,77
335,5345483,1548752436,touch,17.95,56,74
335,5345483,1548752441,touch,4.395,51,35
335,5345483,1548752445,touch,16.13,72,16
335,5345483,1548752450,touch,14.58,75,30
335,5345483,1548752458,pass,2.081,65,65
335,5345483,1548752483,acceleration,23.23,91,25
335,5345483,1548752464,touch,12.34,16,46
335,5345483,1548752515,touch,16.81,37,32
335,5345483,1548752563,touch,-9.486,43,37
335,5345483,1548752566,touch,22.53,59,69
335,5345483,1548752508,touch,11.21,15,38
335,5345483,1548752534,touch,12.05,47,14
335,5345483,1548752540,duel,0.596,64,18
335,5345483,1548752625,touch,17.33,44,58
335,5345483,1548752636,touch,15.12,52,72
335,5345483,1548752657,touch,-5.742,88,83
335,5345483,1548752661,touch,5.825,90,71
335,5345483,1548752554,duel,2.1,16,15
335,5345483,1548754498,touch,10.34,73,79
335,5345483,1548752706,touch,9.538,52,78
335,5345483,1548752711,duel,-1.608,39,63
335,5345483,1548752736,touch,7.46,68,5
335,5345483,1548752742,duel,-6.802,69,2
335,5345483,1548752755,duel,4.999,81,33
335,5345483,1548752611,acceleration,14.2,48,94
335,5345483,1548752648,touch,8.828,55,29
335,5345483,1548752815,touch,23.92,52,33
335,5345483,1548752823,touch,-8.542,55,74
335,5345483,1548752830,touch,18.1,55,44
335,5345483,1548752848,touch,-5.175,47,56
335,5345483,1548752851,touch,13.3,69,79
335,5345483,1548752857,touch,-16.6,79,6
335,5345483,1548752692,touch,13.58,61,92
335,5345483,1548752718,touch,9.461,86,90
335,5345483,1548752722,touch,4.634,85,86
335,5345483,1548752726,touch,-10.2,70,89
335,5345483,1548752733,touch,-5.635,49,56
335,5345483,1548752896,touch,10.62,91,80
335,5345483,1548752910,touch,8.357,54,47
335,5345483,1548752916,duel,-1.276,77,20
335,5345483,1548752784,touch,11.65,29,85
335,5345483,1548752814,duel,7.045,63,28
335,5345483,1548752983,touch,20.6,64,62
335,5345483,1548752850,duel,-6.86,57,77
335,5345483,1548753044,touch,11.25,54,27
335,5345483,1548753048,touch,10.35,49,69
335,5345483,1548752903,duel,-5.525,19,27
335,5345483,1548753077,duel,-4.247,54,77
335,5345483,1548753083,touch,13.24,63,69
335,5345483,1548753134,touch,16.3,88,17
335,5345483,1548753034,touch,23.82,57,21
335,5345483,1548753230,touch,18.88,36,58
335,5345483,1548753233,touch,-9.79,32,45
335,5345483,1548753239,pass,-10.47,58,69
335,5345483,1548753250,touch,15.72,58,34
335,5345483,1548753257,touch,13.11,43,28
335,5345483,1548753270,duel,-1.36,57,7
335,5345483,1548753094,touch,9.873,57,14
335,5345483,1548753103,touch,5.588,54,71
335,5345483,1548753108,duel,-2.285,59,16
335,5345483,1548753112,touch,7.339,21,48
335,5345483,1548753293,touch,10.97,42,27
335,5345483,1548753122,touch,9.049,82,87
335,5345483,1548753135,duel,-14.54,48,69
335,5345483,1548753354,touch,6.847,64,29
335,5345483,1548753358,touch,9.247,74,13
335,5345483,1548753362,duel,-4.607,60,33
335,5345483,1548753364,touch,17.14,74,70
335,5345483,1548753381,throw_in,15.8,42,80
335,5345483,1548753187,touch,9.474,29,43
335,5345483,1548753194,touch,10.1,36,30
335,5345483,1548753417,touch,15.56,53,19
335,5345483,1548753429,touch,11.57,22,44
335,5345483,1548753433,duel,1.102,63,34
335,5345483,1548753457,pass,8.442,45,93
335,5345483,1548753506,touch,21.97,35,44
335,5345483,1548753514,touch,23.92,80,23
335,5345483,1548753531,touch,21.51,60,30
335,5345483,1548753539,duel,8.804,80,29
335,5345483,1548753330,duel,7.1,33,89
335,5345483,1548753359,duel,2.514,77,24
335,5345483,1548753592,touch,16.01,48,36
335,5345483,1548753594,touch,14.11,56,76
335,5345483,1548753597,touch,5.322,61,91
335,5345483,1548753603,duel,-3.537,69,17
335,5345483,1548753614,pass,-58.97,77,6
335,5345483,1548753624,touch,21.94,59,39
335,5345483,1548753633,touch,6.647,54,21
335,5345483,1548753661,touch,11.65,59,24
335,5345483,1548753671,touch,11.86,54,65
335,5345483,1548753681,touch,17.2,75,80
335,5345483,1548753703,duel,-3.296,75,25
335,5345483,1548753740,acceleration,25.21,65,52
335,5345483,1548753747,duel,4.661,89,57
335,5345483,1548753513,interception,5.406,52,24
335,5345483,1548753519,touch,22.95,63,71
335,5345483,1548753529,touch,7.083,54,14
335,5345483,1548753799,pass,10.24,50,69
335,5345483,1548753554,acceleration,21.59,60,5
335,5345483,1548753811,touch,14.95,37,33
335,5345483,1548753818,duel,0.148,36,67
335,5345483,1548753830,duel,21.79,61,78
335,5345483,1548753604,touch,19.02,74,22
335,5345483,1548753631,touch,15.38,77,8
335,5345483,1548753874,touch,-1.079,16,90
335,5345483,1548753699,touch,16.03,44,35
335,5345483,1548753712,duel,2.154,85,84
335,5345483,1548753948,pass,-73.41,92,92
335,5345483,1548753763,acceleration,15.91,70,83
335,5345483,1548754001,duel,-8.424,28,6
335,5345483,1548753831,duel,0.778,14,90
335,5345483,1548753838,touch,15.82,23,17
335,5345483,1548754045,acceleration,35.19,77,73
335,5345483,1548753866,touch,10.38,32,44
335,5345483,1548753885,touch,2.169,50,85
335,5345483,1548754088,interception,0.65,15,48
335,5345483,1548753904,duel,3.023,94,83
335,5345483,1548753910,touch,1.644,86,87
335,5345483,1548754257,duel,9.258,67,44
335,5345483,1548754264,interception,27.28,99,26
335,5345483,1548754501,interception,12.72,13,53
335,5345483,1548754007,acceleration,22.78,46,18
335,5345483,1548754024,touch,11.39,19,58
335,5345483,1548754061,duel,5.163,94,69
335,5345483,1548754333,duel,-10.03,37,79
335,5345483,1548754345,touch,12.9,96,68
335,5345483,1548754097,touch,12.47,42,78
335,5345483,1548754107,touch,3.764,52,93
335,5345483,1548754377,touch,12.82,15,48
335,5345483,1548754185,touch,9.334,53,75
335,5345483,1548754194,touch,10.64,53,73
335,5345483,1548754201,duel,5.461,74,80
335,5345483,1548754220,touch,-2.996,76,21
335,5345483,1548754232,touch,-7.84,74,58
335,5345483,1548754402,duel,13.28,59,25
335,5345483,1548754422,touch,5.191,54,46
335,5345483,1548754296,touch,-3.256,43,25
335,5345483,1548754460,duel,9.824,22,91
335,5345483,1548754330,touch,16.59,84,7
335,5345483,1548754468,touch,15.68,44,64
335,5345483,1548754359,touch,10.37,59,5
335,5452158,1658632826,duel,-4.375,35,10
335,5452158,1658632831,touch,25.34,62,94
335,5452158,1658634887,duel,-6.415,86,95
335,5452158,1658632845,duel,6.218,91,88
335,5452158,1658633103,acceleration,20.93,44,87
335,5452158,1658632851,touch,-2.412,31,2
335,5452158,1658632854,touch,7.365,21,70
335,5452158,1658632858,touch,3.841,71,66
335,5452158,1658633117,touch,13.47,61,25
335,5452158,1658633121,duel,-10.41,67,6
335,5452158,1658633154,touch,8.447,55,52
335,5452158,1658632885,touch,3.047,86,93
335,5452158,1658633189,touch,23.23,99,11
335,5452158,1658633212,touch,15.05,63,9
335,5452158,1658633219,touch,10.01,78,83
335,5452158,1658632919,acceleration,33.55,70,94
335,5452158,1658633247,touch,6.262,65,86
335,5452158,1658633278,touch,9.262,55,73
335,5452158,1658632950,touch,-8.832,69,18
335,5452158,1658632962,duel,0.061,34,81
335,5452158,1658632970,duel,29.32,67,85
335,5452158,1658633384,touch,12.31,65,39
335,5452158,1658633408,touch,7.381,21,63
335,5452158,1658633015,duel,-14.88,91,3
335,5452158,1658633033,duel,-3.035,57,75
335,5452158,1658633500,interception,-10.24,4,87
335,5452158,1658633524,touch,7.195,54,56
335,5452158,1658633066,duel,30.84,96,27
335,5452158,1658633080,touch,3.097,76,96
335,5452158,1658633108,touch,14.74,58,26
335,5452158,1658633592,touch,10.12,57,92
335,5452158,1658633600,duel,6.113,98,82
335,5452158,1658633622,touch,2.097,90,64
335,5452158,1658633194,touch,10.26,29,65
335,5452158,1658633203,touch,13.57,91,74
335,5452158,1658633688,acceleration,30.49,70,23
335,5452158,1658633716,touch,9.913,56,89
335,5452158,1658633729,acceleration,10.02,82,20
335,5452158,1658633257,duel,-15.9,9,12
335,5452158,1658633302,touch,-12.54,43,7
335,5452158,1658633788,touch,18.29,47,5
335,5452158,1658633795,duel,-1.238,58,32
335,5452158,1658633799,touch,3.414,86,35
335,5452158,1658633320,duel,8.639,36,78
335,5452158,1658633329,touch,5.29,64,23
335,5452158,1658633830,touch,28.78,43,83
335,5452158,1658633838,acceleration,29.77,93,68
335,5452158,1658633364,duel,-4.918,49,71
335,5452158,1658633366,touch,15.05,62,17
335,5452158,1658633368,duel,-7.894,68,11
335,5452158,1658633392,touch,16.45,55,70
335,5452158,1658633423,touch,9.489,44,56
335,5452158,1658633432,acceleration,20.28,79,61
335,5452158,1658633891,touch,9.852,52,5
335,5452158,1658633453,touch,-4.713,46,88
335,5452158,1658633460,touch,2.792,34,37
335,5452158,1658633944,duel,-5.598,38,97
335,5452158,1658633949,touch,26.45,80,65
335,5452158,1658633989,touch,3.732,79,85
335,5452158,1658633546,touch,7.684,55,37
335,5452158,1658633555,duel,16.31,47,55
335,5452158,1658634067,touch,12.02,57,30
335,5452158,1658633638,duel,-5.772,38,37
335,5452158,1658633645,touch,-2.613,33,27
335,5452158,1658633662,touch,12.95,56,12
335,5452158,1658633664,touch,18.43,62,55
335,5452158,1658633690,duel,2.456,71,33
335,5452158,1658634174,duel,-1.485,54,11
335,5452158,1658633720,interception,0.808,10,40
335,5452158,1658633745,acceleration,42.09,74,52
335,5452158,1658633762,touch,19.94,72,51
335,5452158,1658633783,duel,53.68,78,61
335,5452158,1658634262,touch,13.47,45,15
335,5452158,1658634340,touch,16.91,58,9
335,5452158,1658634353,touch,9.984,90,73
335,5452158,1658633916,touch,9.798,20,55
335,5452158,1658633918,touch,5.069,25,62
335,5452158,1658633923,touch,18.81,45,20
335,5452158,1658634393,duel,9.228,27,4
335,5452158,1658633933,duel,-6.404,50,98
335,5452158,1658634447,touch,11.22,78,86
335,5452158,1658634490,duel,-4.87,57,5
335,5452158,1658634024,duel,6.646,41,80
335,5452158,1658634052,acceleration,30.23,71,37
335,5452158,1658634575,touch,33.24,52,52
335,5452158,1658634579,touch,9.478,80,15
335,5452158,1658634071,duel,-1.99,58,61
335,5452158,1658634091,touch,13.92,41,69
335,5452158,1658634097,touch,12.71,64,95
335,5452158,1658634597,touch,23.39,96,33
335,5452158,1658634614,interception,31.77,32,46
335,5452158,1658634617,duel,1.471,27,35
335,5452158,1658634623,touch,10.63,36,43
335,5452158,1658634634,touch,0.253,73,52
335,5452158,1658634658,acceleration,22.9,68,16
335,5452158,1658634667,duel,7.399,72,9
335,5452158,1658634672,duel,-9.769,85,93
335,5452158,1658634233,pass,0.776,9,12
335,5452158,1658634683,touch,9.58,55,82
335,5452158,1658634688,duel,4.274,89,76
335,5452158,1658634693,duel,-3.961,84,89
335,5452158,1658634294,duel,-0.654,66,96
335,5452158,1658634713,duel,4.102,48,26
335,5452158,1658634716,touch,11.9,55,16
335,5452158,1658634733,touch,-3.456,46,80
335,5452158,1658634735,touch,9.77,46,45
335,5452158,1658634750,duel,8.471,80,54
335,5452158,1658634755,interception,-1.821,32,52
335,5452158,1658634377,touch,8.501,31,97
335,5452158,1658634386,duel,-1.62,61,88
335,5452158,1658634768,duel,6.578,63,11
335,5452158,1658634396,duel,4.776,37,76
335,5452158,1658634775,touch,16.59,53,58
335,5452158,1658634777,touch,9.841,55,74
335,5452158,1658634787,duel,2.021,71,47
335,5452158,1658634790,touch,13.65,76,90
335,5452158,1658634798,duel,-4.55,83,44
335,5452158,1658634430,clearance,44.06,57,33
335,5452158,1658634820,acceleration,16.64,65,8
335,5452158,1658634475,touch,5.651,10,51
335,5452158,1658634478,touch,8.01,23,70
335,5452158,1658634839,touch,4.676,53,91
335,5452158,1658634849,touch,21.07,69,95
335,5452158,1658634859,touch,7.844,44,96
335,5452158,1658634861,touch,8.2,45,42
335,5345405,1352416126,duel,-7.416,47,46
335,5345405,1352416153,touch,6.624,71,92
335,5345405,1352416162,duel,-7.018,68,37
335,5345405,1352416201,touch,18.01,64,37
335,5345405,1352416207,duel,-2.689,74,35
335,5345405,1352416213,touch,8.272,76,91
335,5345405,1352416262,touch,6.34,18,50
335,5345405,1352416264,duel,-7.782,58,4
335,5345405,1352416229,touch,8.394,31,13
335,5345405,1352416237,acceleration,14.45,71,21
335,5345405,1352416245,touch,8.3,84,33
335,5345405,1352416310,duel,-4.482,29,86
335,5345405,1352416337,touch,5.129,52,40
335,5345405,1352416288,touch,-5.404,47,33
335,5345405,1352416459,touch,-2.678,4,73
335,5345405,1352416462,duel,8.065,34,92
335,5345405,1352416330,acceleration,24.75,60,95
335,5345405,1352416340,touch,8.918,64,35
335,5345405,1352416355,duel,0.698,45,43
335,5345405,1352416375,acceleration,20.4,65,43
335,5345405,1352416580,duel,2.315,80,59
335,5345405,1352416392,touch,8.067,30,19
335,5345405,1352416604,duel,-10.28,26,92
335,5345405,1352416624,touch,23.81,92,8
335,5345405,1352416402,duel,5.683,14,99
335,5345405,1352416425,duel,-13.31,46,9
335,5345405,1352416763,touch,6.942,20,71
335,5345405,1352416786,touch,13.85,66,34
335,5345405,1352416799,pass,-61.08,74,68
335,5345405,1352416524,touch,13.96,58,26
335,5345405,1352416557,touch,14.74,76,86
335,5345405,1352416863,touch,-7.717,43,64
335,5345405,1352416572,duel,-15.92,31,9
335,5345405,1352416578,touch,20.33,68,92
335,5345405,1352416584,touch,25.46,64,35
335,5345405,1352416587,free_kick,-4.564,63,57
335,5345405,1352416592,duel,7.622,69,61
335,5345405,1352416921,touch,7.854,86,66
335,5345405,1352416626,touch,11.84,56,14
335,5345405,1352416635,touch,5.352,54,19
335,5345405,1352416640,touch,15.24,56,80
335,5345405,1352416647,touch,7.015,55,60
335,5345405,1352416673,duel,-5.421,46,31
335,5345405,1352417009,touch,5.413,53,28
335,5345405,1352416733,touch,2.281,57,8
335,5345405,1352416741,touch,4.925,34,89
335,5345405,1352416768,acceleration,13.93,90,94
335,5345405,1352416784,duel,7.442,83,70
335,5345405,1352417094,touch,9.089,59,90
335,5345405,1352417098,duel,8.943,61,72
335,5345405,1352417108,duel,7.608,68,76
335,5345405,1352416830,touch,14.88,25,78
335,5345405,1352416848,acceleration,4.605,70,17
335,5345405,1352417238,duel,-4.199,66,93
335,5345405,1352416931,touch,7.057,54,81
335,5345405,1352416939,duel,-4.558,63,96
335,5345405,1352416942,touch,-13.41,41,97
335,5345405,1352416954,touch,17.79,65,14
335,5345405,1352416959,touch,10.33,77,81
335,5345405,1352417041,touch,10.06,59,90
335,5345405,1352417053,touch,21.31,65,79
335,5345405,1352417078,touch,-3.55,45,81
335,5345405,1352417081,duel,-0.609,63,96
335,5345405,1352417580,duel,28.84,57,96
335,5345405,1352417126,pass,-67.82,59,87
335,5345405,1352417131,duel,8.889,65,92
335,5345405,1352417636,duel,6.771,39,92
335,5345405,1352417170,touch,5.551,32,61
335,5345405,1352417174,duel,-2.762,60,4
335,5345405,1352417226,touch,10.69,74,87
335,5345405,1352417769,duel,5.367,32,6
335,5345405,1352417778,touch,5.799,46,70
335,5345405,1352417294,duel,-4.444,35,90
335,5345405,1352417307,acceleration,8.501,32,28
335,5345405,1352417310,touch,7.129,54,2
335,5345405,1352417326,touch,-5.768,45,24
335,5345405,1352417827,duel,28.03,55,27
335,5345405,1352417834,acceleration,14.98,78,26
335,5345405,1352417342,duel,-10.37,32,78
335,5345405,1352417351,duel,-2.549,61,86
335,5345405,1352417377,duel,-4.746,85,89
335,5345405,1352417862,duel,-0.087,34,11
335,5345405,1352417875,duel,11.2,68,20
335,5345405,1352417399,touch,-0.898,8,51
335,5345405,1352417409,touch,8.793,53,93
335,5345405,1352417420,touch,4.217,18,53
335,5345405,1352417898,touch,4.517,32,7
335,5345405,1352417908,touch,5.446,90,28
335,5345405,1352417442,touch,-4.174,11,85
335,5345405,1352417916,duel,42.7,84,74
335,5345405,1352417464,touch,10.15,54,87
335,5345405,1352417472,touch,-9.031,53,67
335,5345405,1352417940,touch,15.95,40,57
335,5345405,1352417942,touch,15.02,63,87
335,5345405,1352417947,touch,8.474,56,68
335,5345405,1352417952,duel,-2.018,77,77
335,5345405,1352417967,touch,6.33,21,31
335,5345405,1352417971,duel,4.624,46,36
335,5345405,1352417525,duel,47.97,87,65
335,5345405,1352417982,duel,6.102,33,6
335,5345405,1352417987,touch,7.312,53,46
335,5345405,1352417990,duel,7.757,83,31
335,5345405,1352417549,touch,7.582,19,5
335,5345405,1352417761,touch,14.85,69,85
335,5345405,1352417998,duel,-13.72,47,4
335,5345405,1352418006,duel,-9.857,16,41
335,5345405,1352418044,touch,19.21,68,11
335,5345405,1352418060,touch,21.68,51,33
335,5345405,1352417660,touch,10.03,70,24
335,5345405,1352417666,touch,5.854,51,74
335,5345405,1352417675,touch,-9.176,45,86
335,5345405,1352418099,touch,17.58,73,53
335,5345405,1352417715,duel,30.47,42,14
335,5345405,1352418133,duel,8.87,69,30
335,5345405,1352417756,touch,7.243,53,89
335,5452142,1606441750,touch,5.247,53,30
335,5452142,1606441800,touch,8.757,35,5
335,5452142,1606441776,duel,35.41,87,55
335,5452142,1606441779,throw_in,0.999,77,92
335,5452142,1606441857,touch,-9.205,3,84
335,5452142,1606441813,touch,5.007,54,42
335,5452142,1606441818,touch,-6.352,44,19
335,5452142,1606441827,touch,7.537,83,97
335,5452142,1606441848,touch,-3.873,49,19
335,5452142,1606441913,duel,4.767,45,80
335,5452142,1606441935,touch,19.37,56,78
335,5452142,1606441962,duel,0.604,72,46
335,5452142,1606441892,touch,8.972,18,30
335,5452142,1606441896,touch,9.731,19,34
335,5452142,1606441904,touch,11.86,59,17
335,5452142,1606441930,duel,18.11,78,55
335,5452142,1606441946,touch,-5.95,81,32
335,5452142,1606442013,touch,11.95,15,53
335,5452142,1606442045,touch,9.126,38,33
335,5452142,1606442002,duel,23.69,80,38
335,5452142,1606442014,duel,11.37,72,18
335,5452142,1606442062,duel,5.268,27,53
335,5452142,1606442064,acceleration,24.36,62,19
335,5452142,1606442073,touch,13.12,72,63
335,5452142,1606442098,touch,6.848,85,42
335,5452142,1606442137,touch,5.228,19,53
335,5452142,1606442158,free_kick,11.48,67,7
335,5452142,1606442126,touch,12.8,27,40
335,5452142,1606442139,touch,13.21,27,82
335,5452142,1606442180,duel,-0.523,62,60
335,5452142,1606442200,duel,-3.422,22,42
335,5452142,1606442210,touch,17.53,47,92
335,5452142,1606442214,touch,9.262,56,61
335,5452142,1606442191,duel,-2.852,38,14
335,5452142,1606442227,touch,10.51,39,36
335,5452142,1606442236,touch,14.02,33,14
335,5452142,1606442240,touch,18.51,62,5
335,5452142,1606442257,touch,7.841,55,21
335,5452142,1606442284,duel,-9.541,4,90
335,5452142,1606442298,touch,4.61,53,36
335,5452142,1606442323,touch,14.77,60,10
335,5452142,1606442335,touch,12.78,19,29
335,5452142,1606442347,touch,17.36,43,26
335,5452142,1606442355,touch,12.23,61,19
335,5452142,1606442361,touch,11.37,80,36
335,5452142,1606442367,touch,14.02,21,25
335,5452142,1606442378,touch,24.29,74,76
335,5452142,1606442410,touch,18.69,26,36
335,5452142,1606442415,touch,14.43,40,81
335,5452142,1606442445,touch,7.404,17,55
335,5452142,1606443739,touch,-6.298,45,48
335,5452142,1606442469,touch,11.61,66,53
335,5452142,1606442474,touch,5.371,18,43
335,5452142,1606442477,touch,7.803,25,77
335,5452142,1606442499,duel,5.883,74,9
335,5452142,1606442501,touch,4.206,28,97
335,5452142,1606442509,free_kick,-9.002,19,79
335,5452142,1606442516,touch,12.61,31,48
335,5452142,1606442534,duel,5.239,39,77
335,5452142,1606442539,touch,11.94,59,13
335,5452142,1606442576,touch,18.05,66,81
335,5452142,1606442582,interception,39.24,68,93
335,5452142,1606442604,duel,9.065,99,87
335,5452142,1606442638,touch,6.937,35,64
335,5452142,1606442644,duel,-0.331,86,22
335,5452142,1606443738,touch,5.624,71,26
335,5452142,1606442661,duel,-0.682,49,98
335,5452142,1606442679,touch,-2.658,48,79
335,5452142,1606442693,touch,-7.111,70,62
335,5452142,1606442708,duel,5.076,89,69
335,5452142,1606442741,touch,13.49,57,82
335,5452142,1606442793,touch,10.73,67,28
335,5452142,1606442800,touch,6.606,82,80
335,5452142,1606442872,duel,6.835,95,29
335,5452142,1606442861,touch,9.838,54,15
335,5452142,1606442910,touch,14.91,58,88
335,5452142,1606443743,touch,11.59,67,32
335,5452142,1606442928,touch,10.93,66,40
335,5452142,1606442939,touch,8.473,63,64
335,5452142,1606442946,touch,3.853,67,26
335,5452142,1606442970,touch,20.73,59,35
335,5452142,1606442973,touch,11.75,63,40
335,5452142,1606442915,touch,12.27,80,72
335,5452142,1606443027,touch,9.436,27,94
335,5452142,1606443030,duel,4.929,38,90
335,5452142,1606442958,duel,-5.547,24,74
335,5452142,1606442963,duel,-5.948,16,86
335,5452142,1606442980,touch,25.21,52,50
335,5452142,1606442994,pass,-4.362,34,74
335,5452142,1606442997,touch,18.39,61,71
335,5452142,1606443024,touch,8.528,77,85
335,5452142,1606443124,duel,5.42,28,17
335,5452142,1606443049,touch,24.07,92,69
335,5452142,1606443159,touch,18.04,28,39
335,5452142,1606443170,touch,9.286,95,73
335,5452142,1606443076,acceleration,32.69,49,82
335,5452142,1606443098,pass,-10.46,34,60
335,5452142,1606443219,pass,-17.07,42,73
335,5452142,1606443222,touch,7.619,74,38
335,5452142,1606443234,touch,8.026,67,72
335,5452142,1606443273,duel,-2.366,35,62
335,5452142,1606443276,touch,6.33,43,33
335,5452142,1606443284,touch,14.39,63,73
335,5452142,1606443299,touch,9.918,22,32
335,5452142,1606443158,duel,6.588,94,62
335,5452142,1606443313,duel,5.548,20,77
335,5452142,1606443372,touch,0.617,14,16
335,5452142,1606443375,touch,18.13,39,12
335,5452142,1606443378,touch,-9.196,48,6
335,5452142,1606443230,duel,-1.251,38,86
335,5452142,1606443245,duel,-14.12,26,86
335,5452142,1606443254,touch,13.33,59,7
335,5452142,1606443262,touch,13.2,84,17
335,5452142,1606443432,touch,21.64,33,32
335,5452142,1606443439,touch,9.672,55,29
335,5452142,1606443447,touch,10.79,66,36
335,5452142,1606443479,touch,10.89,38,72
335,5452142,1606443489,touch,12.29,56,40
335,5452142,1606443332,duel,17.43,58,11
335,5452142,1606443338,duel,5.396,64,26
335,5452142,1606443526,touch,18.1,58,29
335,5452142,1606443529,touch,10.54,72,92
335,5452142,1606443554,touch,10.86,48,54
335,5452142,1606443561,touch,12.74,64,35
335,5452142,1606443391,touch,10.88,74,3
335,5452142,1606443405,touch,-1.637,46,26
335,5452142,1606443591,touch,9.068,58,44
335,5452142,1606443594,touch,-4.357,50,72
335,5452142,1606443596,touch,17.7,66,34
335,5452142,1606443756,touch,10.75,36,85
335,5452142,1606443442,touch,-1.637,12,86
335,5452142,1606443631,touch,8.42,63,64
335,5452142,1606443481,acceleration,42.09,64,69
335,5452142,1606443668,touch,9.23,56,19
335,5452142,1606443671,touch,11.34,57,35
335,5452142,1606443504,duel,3.596,31,3
335,5452142,1606443510,duel,5.863,64,4
335,5452142,1606443686,acceleration,36.11,45,21
335,5452142,1606443688,touch,12.74,57,56
335,5452142,1606443690,touch,12.42,80,84
335,5452142,1606443551,duel,-2.647,22,45
335,5452142,1606443721,duel,36.12,89,65
335,5345411,1364383589,duel,-4.709,48,23
335,5345411,1364383591,duel,-9.165,27,46
335,5345411,1364383641,duel,3.563,70,7
335,5345411,1364383610,touch,8.194,23,30
335,5345411,1364383671,duel,20.33,77,74
335,5345411,1364383628,duel,-0.617,33,33
335,5345411,1364383630,touch,10.62,68,89
335,5345411,1364383654,duel,-7.695,58,96
335,5345411,1364383734,touch,8.255,88,16
335,5345411,1364383744,touch,9.402,54,11
335,5345411,1364383747,duel,2.456,69,1
335,5345411,1364383779,duel,-11.27,69,6
335,5345411,1364383785,duel,-5.401,67,11
335,5345411,1364383810,touch,-14.72,24,31
335,5345411,1364383822,touch,9.448,85,62
335,5345411,1364383812,touch,8.513,97,81
335,5345411,1364383831,pass,7.43,29,7
335,5345411,1364383839,touch,-14.87,10,4
335,5345411,1364383852,touch,10.98,48,92
335,5345411,1364383860,pass,-3.822,82,5
335,5345411,1364383867,duel,-5.12,77,13
335,5345411,1364383913,duel,-6.416,65,26
335,5345411,1364383926,duel,-4.053,60,49
335,5345411,1364383923,duel,-11.89,46,98
335,5345411,1364383966,touch,9.657,61,90
335,5345411,1364383968,duel,1.489,72,93
335,5345411,1364383969,duel,5.258,78,91
335,5345411,1364383978,duel,4.607,46,8
335,5345411,1364384005,duel,-10.57,42,29
335,5345411,1364383982,duel,6.686,93,8
335,5345411,1364384024,duel,1.259,14,95
335,5345411,1364383991,duel,7.357,88,17
335,5345411,1364384039,touch,6.363,53,5
335,5345411,1364384046,touch,6.198,90,32
335,5345411,1364384062,duel,23.94,94,75
335,5345411,1364384088,touch,15.3,29,23
335,5345411,1364384092,duel,-5.762,35,96
335,5345411,1364384133,duel,6.89,44,39
335,5345411,1364384150,touch,13.25,44,43
335,5345411,1364384164,touch,1.541,72,81
335,5345411,1364384104,interception,8.548,70,8
335,5345411,1364384110,duel,6.477,27,15
335,5345411,1364384151,touch,4.405,79,6
335,5345411,1364384264,acceleration,25.22,60,73
335,5345411,1364384184,duel,-1.713,37,22
335,5345411,1364384285,duel,-3.758,62,92
335,5345411,1364384293,touch,14.65,43,6
335,5345411,1364384327,duel,10.27,49,7
335,5345411,1364384333,touch,8.61,56,8
335,5345411,1364384221,pass,-4.864,28,80
335,5345411,1364384225,free_kick,-5.665,21,61
335,5345411,1364384234,touch,12.53,59,25
335,5345411,1364384252,touch,9.652,80,26
335,5345411,1364384271,duel,7.603,62,72
335,5345411,1364384278,touch,-13.7,63,4
335,5345411,1364384282,touch,2.367,42,23
335,5345411,1364384287,touch,-19.24,6,13
335,5345411,1364384418,touch,9.397,56,68
335,5345411,1364384458,duel,-11.61,44,23
335,5345411,1364384343,touch,11.93,62,58
335,5345411,1364384346,touch,17.31,85,27
335,5345411,1364384358,duel,-10.45,90,8
335,5345411,1364384378,touch,7.336,73,70
335,5345411,1364384510,touch,7.904,15,83
335,5345411,1364384426,touch,-2.717,12,90
335,5345411,1364384548,pass,-25.74,58,13
335,5345411,1364384444,pass,-6.201,47,4
335,5345411,1364384457,touch,7.221,87,5
335,5345411,1364384587,touch,3.455,15,47
335,5345411,1364384589,touch,10.09,35,25
335,5345411,1364384590,touch,23,61,5
335,5345411,1364384599,duel,-0.475,78,10
335,5345411,1364384503,interception,13.4,15,60
335,5345411,1364384615,touch,-10.52,45,70
335,5345411,1364384651,duel,5.61,58,67
335,5345411,1364384660,touch,18.88,94,27
335,5345411,1364384671,touch,12.6,38,89
335,5345411,1364384567,touch,11.13,73,81
335,5345411,1364384712,touch,13.95,45,87
335,5345411,1364384720,touch,5.924,55,96
335,5345411,1364384605,touch,9.648,56,51
335,5345411,1364385741,duel,3.432,54,51
335,5345411,1364384797,touch,5.21,19,34
335,5345411,1364384680,touch,15.48,47,21
335,5345411,1364384685,touch,-6.488,65,18
335,5345411,1364384688,pass,-1.371,83,14
335,5345411,1364384698,duel,-0.343,73,77
335,5345411,1364384847,touch,-19.3,27,5
