COMPETITION_WYID,MATCH_WYID,EVENT_WYID,PRIMARYTYPE,SHOTBODYPART,SHOTISGOAL,SHOTONTARGET,SHOTGOALZONE,SHOTXG,SHOTPOSTSHOTXG,SHOTGOALKEEPERACTION_WYID,SHOTGOALKEEPER_WYID
335,5452155,1644287757,shot,left_foot,false,false,ol,0.08806,,,
335,5452155,1644288326,shot,head_or_other,true,true,gl,0.0453,0.158,1644287772,476345
335,5452155,1644289122,shot,left_foot,false,false,bc,0.001099,,,
335,5452155,1644289128,shot,head_or_other,false,false,obr,0.1333,,,
335,5452155,1644291110,shot,head_or_other,false,true,gc,0.05264,0.08352,1644291109,406041
335,5452155,1644290701,shot,head_or_other,false,false,or,0.1882,,,
335,5452155,1644290615,shot,right_foot,false,true,gb,0.424,0.369,1644290816,406041
335,5452155,1644290875,shot,right_foot,true,true,gb,0.4999,0.7181,1644290649,476345
335,5452155,1644290984,shot,left_foot,false,false,bc,0.01441,,,
335,5452155,1644291010,shot,head_or_other,true,true,gl,0.1167,0.3098,1644290765,476345
