COMPETITION_WYID,MATCH_WYID,TEAM_WYID,MATCHPERIOD,FORMATION,FORMATION_WYID,STARTSEC,ENDSEC,PLAYER_WYID,PLAYERPOSITION
335,5345401,7452,1H,4-1-4-1,4211828,0,4313,599991,rw
335,5345401,7452,1H,4-1-4-1,4211828,0,4313,56441,rcmf
335,5345401,7452,1H,4-1-4-1,4211828,0,4313,707333,lb
335,5345401,7452,1H,4-1-4-1,4211828,0,4313,247223,cf
335,5345401,7452,1H,4-1-4-1,4211828,0,4313,56145,dmf
335,5345401,7452,1H,4-1-4-1,4211828,0,4313,335381,rb
335,5345401,7452,1H,4-1-4-1,4211828,0,4313,51144,lcmf
335,5345401,7452,1H,4-1-4-1,4211828,0,4313,498845,lw
335,5345401,7452,1H,4-1-4-1,4211828,0,4313,118386,lcb
335,5345401,7452,1H,4-1-4-1,4211828,0,4313,50771,gk
335,5345401,7452,1H,4-1-4-1,4211828,0,4313,262121,rcb
335,5345401,7452,2H,4-1-4-1,4212105,1363,1646,118386,lcb
335,5345401,7452,2H,4-1-4-1,4212105,1363,1646,50771,gk
335,5345401,7452,2H,4-1-4-1,4212105,1363,1646,262121,rcb
335,5345401,7452,2H,4-1-4-1,4212105,1363,1646,599991,rw
335,5345401,7452,2H,4-1-4-1,4212105,1363,1646,56441,rcmf
335,5345401,7452,2H,4-1-4-1,4212105,1363,1646,707333,lb
335,5345401,7452,2H,4-1-4-1,4212105,1363,1646,92879,lcmf
335,5345401,7452,2H,4-1-4-1,4212105,1363,1646,247223,cf
335,5345401,7452,2H,4-1-4-1,4212105,1363,1646,56145,dmf
335,5345401,7452,2H,4-1-4-1,4212105,1363,1646,335381,rb
335,5345401,7452,2H,4-1-4-1,4212105,1363,1646,51144,lw
335,5345401,7452,2H,4-1-4-1,4212145,1646,2273,247223,cf
335,5345401,7452,2H,4-1-4-1,4212145,1646,2273,56145,rw
335,5345401,7452,2H,4-1-4-1,4212145,1646,2273,51144,lw
335,5345401,7452,2H,4-1-4-1,4212145,1646,2273,56625,rb
335,5345401,7452,2H,4-1-4-1,4212145,1646,2273,118386,lcb
335,5345401,7452,2H,4-1-4-1,4212145,1646,2273,50771,gk
335,5345401,7452,2H,4-1-4-1,4212145,1646,2273,262121,rcb
335,5345401,7452,2H,4-1-4-1,4212145,1646,2273,599991,rcmf
335,5345401,7452,2H,4-1-4-1,4212145,1646,2273,56441,lcmf
335,5345401,7452,2H,4-1-4-1,4212145,1646,2273,707333,lb
335,5345401,7452,2H,4-1-4-1,4212145,1646,2273,92879,dmf
335,5345401,7452,2H,4-1-4-1,4212228,2273,3041,50771,gk
335,5345401,7452,2H,4-1-4-1,4212228,2273,3041,262121,rcb
335,5345401,7452,2H,4-1-4-1,4212228,2273,3041,586625,rw
335,5345401,7452,2H,4-1-4-1,4212228,2273,3041,56441,lcmf
335,5345401,7452,2H,4-1-4-1,4212228,2273,3041,707333,lb
335,5345401,7452,2H,4-1-4-1,4212228,2273,3041,92879,dmf
335,5345401,7452,2H,4-1-4-1,4212228,2273,3041,247223,cf
335,5345401,7452,2H,4-1-4-1,4212228,2273,3041,562660,rcmf
335,5345401,7452,2H,4-1-4-1,4212228,2273,3041,51144,lw
335,5345401,7452,2H,4-1-4-1,4212228,2273,3041,56625,rb
335,5345401,7452,2H,4-1-4-1,4212228,2273,3041,118386,lcb
335,5345401,7453,1H,4-3-1-2,4211812,0,2755,449089,amf
335,5345401,7453,1H,4-3-1-2,4211812,0,2755,510447,ss
335,5345401,7453,1H,4-3-1-2,4211812,0,2755,356393,rcmf3
335,5345401,7453,1H,4-3-1-2,4211812,0,2755,363625,lb
335,5345401,7453,1H,4-3-1-2,4211812,0,2755,513075,lcmf3
335,5345401,7453,1H,4-3-1-2,4211812,0,2755,69374,dmf
335,5345401,7453,1H,4-3-1-2,4211812,0,2755,169212,cf
335,5345401,7453,1H,4-3-1-2,4211812,0,2755,676912,rcb
335,5345401,7453,1H,4-3-1-2,4211812,0,2755,628964,rb
335,5345401,7453,1H,4-3-1-2,4211812,0,2755,412012,lcb
335,5345401,7453,1H,4-3-1-2,4211812,0,2755,476345,gk
335,5345401,7453,1H,4-3-1-2,4212176,2755,4122,169212,cf
335,5345401,7453,1H,4-3-1-2,4212176,2755,4122,676912,rcb
335,5345401,7453,1H,4-3-1-2,4212176,2755,4122,628964,rb
335,5345401,7453,1H,4-3-1-2,4212176,2755,4122,412012,lcb
335,5345401,7453,1H,4-3-1-2,4212176,2755,4122,476345,gk
335,5345401,7453,1H,4-3-1-2,4212176,2755,4122,449089,amf
335,5345401,7453,1H,4-3-1-2,4212176,2755,4122,510447,ss
335,5345401,7453,1H,4-3-1-2,4212176,2755,4122,356393,lcmf3
335,5345401,7453,1H,4-3-1-2,4212176,2755,4122,363625,lb
335,5345401,7453,1H,4-3-1-2,4212176,2755,4122,513075,rcmf3
335,5345401,7453,1H,4-3-1-2,4212176,2755,4122,69374,dmf
335,5345401,7453,2H,4-3-1-2,4212287,1172,1786,363625,lb
335,5345401,7453,2H,4-3-1-2,4212287,1172,1786,513075,rcmf3
335,5345401,7453,2H,4-3-1-2,4212287,1172,1786,69374,dmf
335,5345401,7453,2H,4-3-1-2,4212287,1172,1786,514807,cf
335,5345401,7453,2H,4-3-1-2,4212287,1172,1786,676912,rcb
335,5345401,7453,2H,4-3-1-2,4212287,1172,1786,628964,rb
335,5345401,7453,2H,4-3-1-2,4212287,1172,1786,412012,lcb
335,5345401,7453,2H,4-3-1-2,4212287,1172,1786,476345,gk
335,5345401,7453,2H,4-3-1-2,4212287,1172,1786,495421,amf
335,5345401,7453,2H,4-3-1-2,4212287,1172,1786,510447,ss
335,5345401,7453,2H,4-3-1-2,4212287,1172,1786,356393,lcmf3
335,5345401,7453,2H,5-4-1,4212344,1786,2438,412012,lcb3
335,5345401,7453,2H,5-4-1,4212344,1786,2438,476345,gk
335,5345401,7453,2H,5-4-1,4212344,1786,2438,495421,rb5
335,5345401,7453,2H,5-4-1,4212344,1786,2438,356393,rcmf
335,5345401,7453,2H,5-4-1,4212344,1786,2438,363625,lb5
335,5345401,7453,2H,5-4-1,4212344,1786,2438,207480,cb
335,5345401,7453,2H,5-4-1,4212344,1786,2438,334043,lw
335,5345401,7453,2H,5-4-1,4212344,1786,2438,513075,rw
335,5345401,7453,2H,5-4-1,4212344,1786,2438,69374,lcmf
335,5345401,7453,2H,5-4-1,4212344,1786,2438,514807,cf
335,5345401,7453,2H,5-4-1,4212344,1786,2438,676912,rcb3
335,5345401,7453,2H,5-4-1,4212430,2438,3041,69374,lcmf
335,5345401,7453,2H,5-4-1,4212430,2438,3041,519629,rcb3
335,5345401,7453,2H,5-4-1,4212430,2438,3041,514807,cf
335,5345401,7453,2H,5-4-1,4212430,2438,3041,676912,rb5
335,5345401,7453,2H,5-4-1,4212430,2438,3041,412012,lcb3
335,5345401,7453,2H,5-4-1,4212430,2438,3041,476345,gk
335,5345401,7453,2H,5-4-1,4212430,2438,3041,495421,lb5
335,5345401,7453,2H,5-4-1,4212430,2438,3041,356393,rcmf
335,5345401,7453,2H,5-4-1,4212430,2438,3041,207480,cb
335,5345401,7453,2H,5-4-1,4212430,2438,3041,334043,lw
335,5345401,7453,2H,5-4-1,4212430,2438,3041,513075,rw
335,5465965,7452,1H,4-3-3,5375053,0,1207,301028,lb
335,5465965,7452,1H,4-3-3,5375053,0,1207,338639,cf
335,5465965,7452,1H,4-3-3,5375053,0,1207,406041,gk
335,5465965,7452,1H,4-3-3,5375053,0,1207,593207,lwf
335,5465965,7452,1H,4-3-3,5375053,0,1207,56145,dmf
335,5465965,7452,1H,4-3-3,5375053,0,1207,284716,rcmf3
335,5465965,7452,1H,4-3-3,5375053,0,1207,262121,rcb
335,5465965,7452,1H,4-3-3,5375053,0,1207,54896,rwf
335,5465965,7452,1H,4-3-3,5375053,0,1207,56441,lcmf3
335,5465965,7452,1H,4-3-3,5375053,0,1207,579397,rb
335,5465965,7452,1H,4-3-3,5375053,0,1207,335381,lcb
335,5465965,7452,1H,4-3-3,5375304,1207,2890,54896,rwf
335,5465965,7452,1H,4-3-3,5375304,1207,2890,56441,lcmf3
335,5465965,7452,1H,4-3-3,5375304,1207,2890,579409,lcb
335,5465965,7452,1H,4-3-3,5375304,1207,2890,579397,rb
335,5465965,7452,1H,4-3-3,5375304,1207,2890,301028,lb
335,5465965,7452,1H,4-3-3,5375304,1207,2890,338639,cf
335,5465965,7452,1H,4-3-3,5375304,1207,2890,406041,gk
335,5465965,7452,1H,4-3-3,5375304,1207,2890,593207,lwf
335,5465965,7452,1H,4-3-3,5375304,1207,2890,56145,dmf
335,5465965,7452,1H,4-3-3,5375304,1207,2890,284716,rcmf3
335,5465965,7452,1H,4-3-3,5375304,1207,2890,262121,rcb
335,5465965,7452,2H,4-3-3,5375518,0,967,593207,lwf
335,5465965,7452,2H,4-3-3,5375518,0,967,56145,dmf
335,5465965,7452,2H,4-3-3,5375518,0,967,284716,rcmf3
335,5465965,7452,2H,4-3-3,5375518,0,967,262121,rcb
335,5465965,7452,2H,4-3-3,5375518,0,967,51144,lcmf3
335,5465965,7452,2H,4-3-3,5375518,0,967,54896,rwf
335,5465965,7452,2H,4-3-3,5375518,0,967,579409,lcb
335,5465965,7452,2H,4-3-3,5375518,0,967,579397,rb
335,5465965,7452,2H,4-3-3,5375518,0,967,301028,lb
335,5465965,7452,2H,4-3-3,5375518,0,967,406041,gk
335,5465965,7452,2H,4-3-3,5375518,0,967,607496,cf
335,5465965,7452,2H,4-3-3,5375792,2028,3195,262121,rcb
335,5465965,7452,2H,4-3-3,5375792,2028,3195,679438,rwf
335,5465965,7452,2H,4-3-3,5375792,2028,3195,51144,lcmf3
335,5465965,7452,2H,4-3-3,5375792,2028,3195,54896,rcmf3
335,5465965,7452,2H,4-3-3,5375792,2028,3195,579409,lcb
335,5465965,7452,2H,4-3-3,5375792,2028,3195,301028,lb
335,5465965,7452,2H,4-3-3,5375792,2028,3195,406041,gk
335,5465965,7452,2H,4-3-3,5375792,2028,3195,607496,cf
335,5465965,7452,2H,4-3-3,5375792,2028,3195,593207,lwf
335,5465965,7452,2H,4-3-3,5375792,2028,3195,56625,rb
335,5465965,7452,2H,4-3-3,5375792,2028,3195,56145,dmf
335,5465965,7452,2H,4-3-3,5375637,967,2028,579409,lcb
335,5465965,7452,2H,4-3-3,5375637,967,2028,301028,lb
335,5465965,7452,2H,4-3-3,5375637,967,2028,406041,gk
335,5465965,7452,2H,4-3-3,5375637,967,2028,607496,cf
335,5465965,7452,2H,4-3-3,5375637,967,2028,593207,lwf
335,5465965,7452,2H,4-3-3,5375637,967,2028,56625,rb
335,5465965,7452,2H,4-3-3,5375637,967,2028,56145,dmf
335,5465965,7452,2H,4-3-3,5375637,967,2028,284716,rcmf3
335,5465965,7452,2H,4-3-3,5375637,967,2028,262121,rcb
335,5465965,7452,2H,4-3-3,5375637,967,2028,51144,lcmf3
335,5465965,7452,2H,4-3-3,5375637,967,2028,54896,rwf
335,5465965,7453,1H,3-4-3,5375104,0,3911,562633,cf
335,5465965,7453,1H,3-4-3,5375104,0,3911,269698,gk
335,5465965,7453,1H,3-4-3,5375104,0,3911,69374,rcmf
335,5465965,7453,1H,3-4-3,5375104,0,3911,54485,lwf
335,5465965,7453,1H,3-4-3,5375104,0,3911,514807,rwf
335,5465965,7453,1H,3-4-3,5375104,0,3911,268785,rwb
335,5465965,7453,1H,3-4-3,5375104,0,3911,676912,rcb3
335,5465965,7453,1H,3-4-3,5375104,0,3911,519629,cb
335,5465965,7453,1H,3-4-3,5375104,0,3911,510447,lwb
335,5465965,7453,1H,3-4-3,5375104,0,3911,281248,lcb3
335,5465965,7453,1H,3-4-3,5375104,0,3911,26652,lcmf
335,5465965,7453,2H,5-4-1,5375603,1021,2040,519629,cb
335,5465965,7453,2H,5-4-1,5375603,1021,2040,412012,rcb3
335,5465965,7453,2H,5-4-1,5375603,1021,2040,510447,lb5
335,5465965,7453,2H,5-4-1,5375603,1021,2040,281248,lcb3
335,5465965,7453,2H,5-4-1,5375603,1021,2040,26652,lcmf
335,5465965,7453,2H,5-4-1,5375603,1021,2040,562633,lw
335,5465965,7453,2H,5-4-1,5375603,1021,2040,269698,gk
335,5465965,7453,2H,5-4-1,5375603,1021,2040,69374,rcmf
335,5465965,7453,2H,5-4-1,5375603,1021,2040,54485,cf
335,5465965,7453,2H,5-4-1,5375603,1021,2040,268785,rb5
335,5465965,7453,2H,5-4-1,5375603,1021,2040,658561,rw
335,5465965,7453,2H,5-4-1,5375784,2040,2714,69374,rcmf
335,5465965,7453,2H,5-4-1,5375784,2040,2714,636921,cf
335,5465965,7453,2H,5-4-1,5375784,2040,2714,372289,cb
335,5465965,7453,2H,5-4-1,5375784,2040,2714,268785,rb5
335,5465965,7453,2H,5-4-1,5375784,2040,2714,658561,rw
335,5465965,7453,2H,5-4-1,5375784,2040,2714,412012,rcb3
335,5465965,7453,2H,5-4-1,5375784,2040,2714,510447,lb5
335,5465965,7453,2H,5-4-1,5375784,2040,2714,281248,lcb3
335,5465965,7453,2H,5-4-1,5375784,2040,2714,26652,lcmf
335,5465965,7453,2H,5-4-1,5375784,2040,2714,562633,lw
335,5465965,7453,2H,5-4-1,5375784,2040,2714,269698,gk
335,5465965,7453,2H,4-2-3-1,5375846,2714,3195,26652,ldmf
335,5465965,7453,2H,4-2-3-1,5375846,2714,3195,562633,lamf
335,5465965,7453,2H,4-2-3-1,5375846,2714,3195,496678,rdmf
335,5465965,7453,2H,4-2-3-1,5375846,2714,3195,269698,gk
335,5465965,7453,2H,4-2-3-1,5375846,2714,3195,636921,amf
335,5465965,7453,2H,4-2-3-1,5375846,2714,3195,372289,cf
335,5465965,7453,2H,4-2-3-1,5375846,2714,3195,268785,rb
335,5465965,7453,2H,4-2-3-1,5375846,2714,3195,658561,ramf
335,5465965,7453,2H,4-2-3-1,5375846,2714,3195,412012,rcb
335,5465965,7453,2H,4-2-3-1,5375846,2714,3195,510447,lb
335,5465965,7453,2H,4-2-3-1,5375846,2714,3195,281248,lcb
335,5227303,7453,1H,3-4-1-2,3845139,0,4318,382384,ss
335,5227303,7453,1H,3-4-1-2,3845139,0,4318,56079,lwb
335,5227303,7453,1H,3-4-1-2,3845139,0,4318,476345,gk
335,5227303,7453,1H,3-4-1-2,3845139,0,4318,207480,lcb3
335,5227303,7453,1H,3-4-1-2,3845139,0,4318,356393,lcmf
335,5227303,7453,1H,3-4-1-2,3845139,0,4318,399566,rwb
335,5227303,7453,1H,3-4-1-2,3845139,0,4318,244135,cb
335,5227303,7453,1H,3-4-1-2,3845139,0,4318,449089,amf
335,5227303,7453,1H,3-4-1-2,3845139,0,4318,676912,rcb3
335,5227303,7453,1H,3-4-1-2,3845139,0,4318,69374,rcmf
335,5227303,7453,1H,3-4-1-2,3845139,0,4318,510447,cf
335,5227303,7453,2H,3-4-1-2,3845471,1548,2368,244135,cb
335,5227303,7453,2H,3-4-1-2,3845471,1548,2368,449089,amf
335,5227303,7453,2H,3-4-1-2,3845471,1548,2368,676912,rcb3
335,5227303,7453,2H,3-4-1-2,3845471,1548,2368,69374,rcmf
335,5227303,7453,2H,3-4-1-2,3845471,1548,2368,510447,ss
335,5227303,7453,2H,3-4-1-2,3845471,1548,2368,334043,cf
335,5227303,7453,2H,3-4-1-2,3845471,1548,2368,56079,lwb
335,5227303,7453,2H,3-4-1-2,3845471,1548,2368,476345,gk
335,5227303,7453,2H,3-4-1-2,3845471,1548,2368,207480,lcb3
335,5227303,7453,2H,3-4-1-2,3845471,1548,2368,356393,lcmf
335,5227303,7453,2H,3-4-1-2,3845471,1548,2368,399566,rwb
335,5227303,7453,2H,3-4-1-2,3845504,2368,2610,207480,lcb3
335,5227303,7453,2H,3-4-1-2,3845504,2368,2610,356393,lcmf
335,5227303,7453,2H,3-4-1-2,3845504,2368,2610,399566,rwb
335,5227303,7453,2H,3-4-1-2,3845504,2368,2610,244135,cb
335,5227303,7453,2H,3-4-1-2,3845504,2368,2610,449089,amf
335,5227303,7453,2H,3-4-1-2,3845504,2368,2610,676912,rcb3
335,5227303,7453,2H,3-4-1-2,3845504,2368,2610,69374,rcmf
335,5227303,7453,2H,3-4-1-2,3845504,2368,2610,334043,cf
335,5227303,7453,2H,3-4-1-2,3845504,2368,2610,514807,ss
335,5227303,7453,2H,3-4-1-2,3845504,2368,2610,56079,lwb
335,5227303,7453,2H,3-4-1-2,3845504,2368,2610,476345,gk
335,5227303,7453,2H,3-4-3,3845516,2610,2961,334043,lwf
335,5227303,7453,2H,3-4-3,3845516,2610,2961,514807,cf
335,5227303,7453,2H,3-4-3,3845516,2610,2961,56079,lwb
335,5227303,7453,2H,3-4-3,3845516,2610,2961,476345,gk
335,5227303,7453,2H,3-4-3,3845516,2610,2961,207480,lcb3
335,5227303,7453,2H,3-4-3,3845516,2610,2961,513075,rwf
335,5227303,7453,2H,3-4-3,3845516,2610,2961,356393,lcmf
335,5227303,7453,2H,3-4-3,3845516,2610,2961,399566,rwb
335,5227303,7453,2H,3-4-3,3845516,2610,2961,244135,cb
335,5227303,7453,2H,3-4-3,3845516,2610,2961,676912,rcb3
335,5227303,7453,2H,3-4-3,3845516,2610,2961,69374,rcmf
335,5227303,7458,1H,4-2-3-1,3845153,0,3882,224154,gk
335,5227303,7458,1H,4-2-3-1,3845153,0,3882,544348,cf
335,5227303,7458,1H,4-2-3-1,3845153,0,3882,544936,rdmf
335,5227303,7458,1H,4-2-3-1,3845153,0,3882,682098,amf
335,5227303,7458,1H,4-2-3-1,3845153,0,3882,544941,rb
335,5227303,7458,1H,4-2-3-1,3845153,0,3882,636225,lb
335,5227303,7458,1H,4-2-3-1,3845153,0,3882,517648,lamf
335,5227303,7458,1H,4-2-3-1,3845153,0,3882,56643,lcb
335,5227303,7458,1H,4-2-3-1,3845153,0,3882,524508,ramf
335,5227303,7458,1H,4-2-3-1,3845153,0,3882,494013,ldmf
335,5227303,7458,1H,4-2-3-1,3845153,0,3882,55955,rcb
335,5227303,7458,2H,4-2-3-1,3845455,1112,2215,524508,ramf
335,5227303,7458,2H,4-2-3-1,3845455,1112,2215,494013,rdmf
335,5227303,7458,2H,4-2-3-1,3845455,1112,2215,55955,rcb
335,5227303,7458,2H,4-2-3-1,3845455,1112,2215,552926,lamf
335,5227303,7458,2H,4-2-3-1,3845455,1112,2215,224154,gk
335,5227303,7458,2H,4-2-3-1,3845455,1112,2215,544348,cf
335,5227303,7458,2H,4-2-3-1,3845455,1112,2215,544936,ldmf
335,5227303,7458,2H,4-2-3-1,3845455,1112,2215,682098,amf
335,5227303,7458,2H,4-2-3-1,3845455,1112,2215,495728,lb
335,5227303,7458,2H,4-2-3-1,3845455,1112,2215,544941,rb
335,5227303,7458,2H,4-2-3-1,3845455,1112,2215,56643,lcb
335,5227303,7458,2H,4-2-3-1,3845524,2215,2538,544941,rb
335,5227303,7458,2H,4-2-3-1,3845524,2215,2538,56643,lcb
335,5227303,7458,2H,4-2-3-1,3845524,2215,2538,605985,ramf
335,5227303,7458,2H,4-2-3-1,3845524,2215,2538,55955,rcb
335,5227303,7458,2H,4-2-3-1,3845524,2215,2538,614884,ldmf
335,5227303,7458,2H,4-2-3-1,3845524,2215,2538,552926,lamf
335,5227303,7458,2H,4-2-3-1,3845524,2215,2538,224154,gk
335,5227303,7458,2H,4-2-3-1,3845524,2215,2538,544348,cf
335,5227303,7458,2H,4-2-3-1,3845524,2215,2538,544936,rdmf
335,5227303,7458,2H,4-2-3-1,3845524,2215,2538,682098,amf
335,5227303,7458,2H,4-2-3-1,3845524,2215,2538,495728,lb
335,5227303,7458,2H,4-2-3-1,3845538,2538,2961,605985,ramf
335,5227303,7458,2H,4-2-3-1,3845538,2538,2961,55955,rcb
335,5227303,7458,2H,4-2-3-1,3845538,2538,2961,614884,ldmf
335,5227303,7458,2H,4-2-3-1,3845538,2538,2961,552926,lamf
335,5227303,7458,2H,4-2-3-1,3845538,2538,2961,224154,gk
335,5227303,7458,2H,4-2-3-1,3845538,2538,2961,544348,cf
335,5227303,7458,2H,4-2-3-1,3845538,2538,2961,682098,amf
335,5227303,7458,2H,4-2-3-1,3845538,2538,2961,495728,lb
335,5227303,7458,2H,4-2-3-1,3845538,2538,2961,544941,rb
335,5227303,7458,2H,4-2-3-1,3845538,2538,2961,544934,rdmf
335,5227303,7458,2H,4-2-3-1,3845538,2538,2961,56643,lcb
335,5328115,7452,1H,4-3-3,4002124,0,4065,3710,cf
335,5328115,7452,1H,4-3-3,4002124,0,4065,118386,lcb
335,5328115,7452,1H,4-3-3,4002124,0,4065,679438,rwf
335,5328115,7452,1H,4-3-3,4002124,0,4065,247223,lcmf3
335,5328115,7452,1H,4-3-3,4002124,0,4065,335381,lb
335,5328115,7452,1H,4-3-3,4002124,0,4065,262121,rcb
335,5328115,7452,1H,4-3-3,4002124,0,4065,56145,dmf
335,5328115,7452,1H,4-3-3,4002124,0,4065,56441,rcmf3
335,5328115,7452,1H,4-3-3,4002124,0,4065,406041,gk
335,5328115,7452,1H,4-3-3,4002124,0,4065,51144,lwf
335,5328115,7452,1H,4-3-3,4002124,0,4065,56625,rb
335,5328115,7452,2H,4-3-3,4002357,1044,1629,406041,gk
335,5328115,7452,2H,4-3-3,4002357,1044,1629,51144,lwf
335,5328115,7452,2H,4-3-3,4002357,1044,1629,56625,rb
335,5328115,7452,2H,4-3-3,4002357,1044,1629,3710,cf
335,5328115,7452,2H,4-3-3,4002357,1044,1629,118386,lcb
335,5328115,7452,2H,4-3-3,4002357,1044,1629,621653,rwf
335,5328115,7452,2H,4-3-3,4002357,1044,1629,247223,lcmf3
335,5328115,7452,2H,4-3-3,4002357,1044,1629,335381,lb
335,5328115,7452,2H,4-3-3,4002357,1044,1629,262121,rcb
335,5328115,7452,2H,4-3-3,4002357,1044,1629,56145,dmf
335,5328115,7452,2H,4-3-3,4002357,1044,1629,56441,rcmf3
335,5328115,7452,2H,4-3-3,4002619,1629,2801,247223,lcmf3
335,5328115,7452,2H,4-3-3,4002619,1629,2801,335381,lb
335,5328115,7452,2H,4-3-3,4002619,1629,2801,15080,cf
335,5328115,7452,2H,4-3-3,4002619,1629,2801,262121,rcb
335,5328115,7452,2H,4-3-3,4002619,1629,2801,56145,dmf
335,5328115,7452,2H,4-3-3,4002619,1629,2801,56441,rcmf3
335,5328115,7452,2H,4-3-3,4002619,1629,2801,406041,gk
335,5328115,7452,2H,4-3-3,4002619,1629,2801,562660,lwf
335,5328115,7452,2H,4-3-3,4002619,1629,2801,56625,rb
335,5328115,7452,2H,4-3-3,4002619,1629,2801,118386,lcb
335,5328115,7452,2H,4-3-3,4002619,1629,2801,621653,rwf
335,5328115,7452,2H,4-3-3,4002872,2801,3068,56625,rb
335,5328115,7452,2H,4-3-3,4002872,2801,3068,118386,lcb
335,5328115,7452,2H,4-3-3,4002872,2801,3068,621653,rwf
335,5328115,7452,2H,4-3-3,4002872,2801,3068,335381,lb
335,5328115,7452,2H,4-3-3,4002872,2801,3068,15080,lwf
335,5328115,7452,2H,4-3-3,4002872,2801,3068,262121,rcb
335,5328115,7452,2H,4-3-3,4002872,2801,3068,56145,dmf
335,5328115,7452,2H,4-3-3,4002872,2801,3068,599991,cf
335,5328115,7452,2H,4-3-3,4002872,2801,3068,56441,rcmf3
335,5328115,7452,2H,4-3-3,4002872,2801,3068,406041,gk
335,5328115,7452,2H,4-3-3,4002872,2801,3068,562660,lcmf3
335,5328115,7453,1H,4-3-1-2,4002069,0,4425,169212,amf
335,5328115,7453,1H,4-3-1-2,4002069,0,4425,514807,ss
335,5328115,7453,1H,4-3-1-2,4002069,0,4425,476345,gk
335,5328115,7453,1H,4-3-1-2,4002069,0,4425,399566,rb
335,5328115,7453,1H,4-3-1-2,4002069,0,4425,513075,lcmf3
335,5328115,7453,1H,4-3-1-2,4002069,0,4425,363625,lb
335,5328115,7453,1H,4-3-1-2,4002069,0,4425,449089,rcmf3
335,5328115,7453,1H,4-3-1-2,4002069,0,4425,244135,lcb
335,5328115,7453,1H,4-3-1-2,4002069,0,4425,510447,cf
335,5328115,7453,1H,4-3-1-2,4002069,0,4425,356393,dmf
335,5328115,7453,1H,4-3-1-2,4002069,0,4425,207480,rcb
335,5328115,7453,2H,4-3-1-2,4003125,1404,2026,449089,rcmf3
335,5328115,7453,2H,4-3-1-2,4003125,1404,2026,244135,lcb
335,5328115,7453,2H,4-3-1-2,4003125,1404,2026,334043,dmf
335,5328115,7453,2H,4-3-1-2,4003125,1404,2026,382384,cf
335,5328115,7453,2H,4-3-1-2,4003125,1404,2026,510447,ss
335,5328115,7453,2H,4-3-1-2,4003125,1404,2026,356393,lcmf3
335,5328115,7453,2H,4-3-1-2,4003125,1404,2026,207480,rcb
335,5328115,7453,2H,4-3-1-2,4003125,1404,2026,169212,amf
335,5328115,7453,2H,4-3-1-2,4003125,1404,2026,476345,gk
335,5328115,7453,2H,4-3-1-2,4003125,1404,2026,399566,rb
335,5328115,7453,2H,4-3-1-2,4003125,1404,2026,363625,lb
335,5328115,7453,2H,4-3-1-2,4003290,2026,2525,476345,gk
335,5328115,7453,2H,4-3-1-2,4003290,2026,2525,399566,rb
335,5328115,7453,2H,4-3-1-2,4003290,2026,2525,363625,lb
335,5328115,7453,2H,4-3-1-2,4003290,2026,2525,521237,amf
335,5328115,7453,2H,4-3-1-2,4003290,2026,2525,449089,rcmf3
335,5328115,7453,2H,4-3-1-2,4003290,2026,2525,244135,lcb
335,5328115,7453,2H,4-3-1-2,4003290,2026,2525,334043,dmf
335,5328115,7453,2H,4-3-1-2,4003290,2026,2525,382384,cf
335,5328115,7453,2H,4-3-1-2,4003290,2026,2525,510447,ss
335,5328115,7453,2H,4-3-1-2,4003290,2026,2525,356393,lcmf3
335,5328115,7453,2H,4-3-1-2,4003290,2026,2525,207480,rcb
335,5328115,7453,2H,4-3-1-2,4003464,2525,3068,510447,ss
335,5328115,7453,2H,4-3-1-2,4003464,2525,3068,356393,lcmf3
335,5328115,7453,2H,4-3-1-2,4003464,2525,3068,569700,rb
335,5328115,7453,2H,4-3-1-2,4003464,2525,3068,207480,rcb
335,5328115,7453,2H,4-3-1-2,4003464,2525,3068,476345,gk
335,5328115,7453,2H,4-3-1-2,4003464,2525,3068,363625,lb
335,5328115,7453,2H,4-3-1-2,4003464,2525,3068,521237,amf
335,5328115,7453,2H,4-3-1-2,4003464,2525,3068,449089,rcmf3
335,5328115,7453,2H,4-3-1-2,4003464,2525,3068,244135,lcb
335,5328115,7453,2H,4-3-1-2,4003464,2525,3068,334043,dmf
335,5328115,7453,2H,4-3-1-2,4003464,2525,3068,382384,cf
335,5227240,7453,1H,5-3-2,3367226,0,1128,449089,rcmf3
335,5227240,7453,1H,5-3-2,3367226,0,1128,334043,lcmf3
335,5227240,7453,1H,5-3-2,3367226,0,1128,244135,cb
335,5227240,7453,1H,5-3-2,3367226,0,1128,56079,lb5
335,5227240,7453,1H,5-3-2,3367226,0,1128,169212,cf
335,5227240,7453,1H,5-3-2,3367226,0,1128,476345,gk
335,5227240,7453,1H,5-3-2,3367226,0,1128,476350,rcb3
335,5227240,7453,1H,5-3-2,3367226,0,1128,69374,dmf
335,5227240,7453,1H,5-3-2,3367226,0,1128,399566,rb5
335,5227240,7453,1H,5-3-2,3367226,0,1128,412012,lcb3
335,5227240,7453,1H,5-3-2,3367226,0,1128,257943,ss
335,5227240,7453,1H,4-3-3,3367248,1128,2791,244135,rcb
335,5227240,7453,1H,4-3-3,3367248,1128,2791,56079,lb
335,5227240,7453,1H,4-3-3,3367248,1128,2791,476345,gk
335,5227240,7453,1H,4-3-3,3367248,1128,2791,69374,dmf
335,5227240,7453,1H,4-3-3,3367248,1128,2791,399566,rb
