COMPETITION_WYID,MATCH_WYID,EVENT_WYID,PRIMARYTYPE,AERIALDUELOPPONENT_WYID,AERIALDUELFIRSTTOUCH,AERIALDUELHEIGHT,RELATEDDUELID
335,5452150,1631088113,duel,599991,true,178,1631088200
335,5452150,1631088200,duel,26652,false,180,1631088113
335,5452150,1631088318,duel,628964,true,188,1631088145
335,5452150,1631088145,duel,56441,false,181,1631088318
335,5452150,1631088168,duel,51144,true,181,1631088360
335,5452150,1631088360,duel,628964,false,183,1631088168
335,5452150,1631088495,duel,412012,true,183,1631088218
335,5452150,1631088218,duel,51144,false,186,1631088495
335,5452150,1631088237,duel,51144,true,186,1631088536
335,5452150,1631088536,duel,372289,false,183,1631088237
335,5452150,1631088794,duel,628964,true,193,1631088427
335,5452150,1631088427,duel,579409,false,181,1631088794
335,5452150,1631088796,duel,0,true,193,1631092210
335,5452150,1631092210,duel,579409,false,,1631088796
335,5452150,1631088797,duel,69374,true,188,1631088428
335,5452150,1631088428,duel,56441,false,180,1631088797
335,5452150,1631088659,duel,56625,false,188,1631089073
335,5452150,1631089073,duel,54485,true,180,1631088659
335,5452150,1631089189,duel,562633,false,189,1631088768
335,5452150,1631088768,duel,262121,true,189,1631089189
335,5452150,1631088824,duel,0,true,186,1631092216
335,5452150,1631092216,duel,372289,false,,1631088824
335,5452150,1631088856,duel,498845,true,186,1631089261
335,5452150,1631089261,duel,412012,false,180,1631088856
335,5452150,1631089489,duel,412012,false,188,1631088941
335,5452150,1631088941,duel,56441,false,186,1631089489
335,5452150,1631089490,duel,69374,false,188,1631088940
335,5452150,1631088940,duel,56441,false,180,1631089490
335,5452150,1631088947,duel,56441,true,178,1631089500
335,5452150,1631089500,duel,26652,false,188,1631088947
335,5452150,1631089546,duel,514807,false,182,1631088974
335,5452150,1631088974,duel,335381,true,175,1631089546
335,5452150,1631089561,duel,628964,true,178,1631088980
335,5452150,1631088980,duel,579397,false,181,1631089561
335,5452150,1631089581,duel,372289,false,183,1631088982
335,5452150,1631088982,duel,51144,true,186,1631089581
335,5452150,1631088990,duel,498845,true,186,1631089588
335,5452150,1631089588,duel,412012,false,180,1631088990
335,5452150,1631089590,duel,69374,true,183,1631089015
335,5452150,1631089015,duel,51144,false,180,1631089590
335,5452150,1631089676,duel,412012,true,183,1631089094
335,5452150,1631089094,duel,51144,false,186,1631089676
335,5452150,1631089101,duel,579397,true,181,1631089686
335,5452150,1631089686,duel,628964,false,178,1631089101
335,5452150,1631089730,duel,0,false,183,1631092225
335,5452150,1631092225,duel,51144,true,,1631089730
335,5452150,1631089733,duel,372289,false,180,1631089139
335,5452150,1631089139,duel,56625,true,186,1631089733
335,5452150,1631089203,duel,56145,false,189,1631089778
335,5452150,1631089778,duel,562633,true,177,1631089203
335,5452150,1631089221,duel,579397,true,181,1631089811
335,5452150,1631089811,duel,628964,false,178,1631089221
335,5452150,1631089240,duel,56625,false,189,1631089837
335,5452150,1631089837,duel,562633,true,180,1631089240
335,5452150,1631089845,duel,26652,false,180,1631089246
335,5452150,1631089246,duel,56625,true,178,1631089845
335,5452150,1631089925,duel,412012,false,180,1631089343
335,5452150,1631089343,duel,599991,true,186,1631089925
335,5452150,1631089963,duel,372289,false,182,1631089406
335,5452150,1631089406,duel,335381,false,186,1631089963
335,5452150,1631089410,duel,51144,true,186,1631089965
335,5452150,1631089965,duel,372289,false,183,1631089410
335,5452150,1631089969,duel,372289,true,189,1631089440
335,5452150,1631089440,duel,262121,false,186,1631089969
335,5452150,1631089972,duel,412012,false,188,1631089451
335,5452150,1631089451,duel,56441,false,186,1631089972
335,5452150,1631089973,duel,0,false,188,1631092235
335,5452150,1631092235,duel,56441,true,,1631089973
335,5452150,1631089517,duel,599991,true,186,1631090019
335,5452150,1631090019,duel,372289,false,180,1631089517
335,5452150,1631089591,duel,56145,false,178,1631090063
335,5452150,1631090063,duel,496678,true,177,1631089591
335,5452150,1631090132,duel,449089,false,175,1631089655
335,5452150,1631089655,duel,338639,true,188,1631090132
335,5452150,1631089658,duel,56441,false,186,1631090147
335,5452150,1631090147,duel,412012,true,188,1631089658
335,5452150,1631090188,duel,628964,true,179,1631089712
335,5452150,1631089712,duel,56143,false,181,1631090188
335,5452150,1631089746,duel,335381,false,186,1631090224
335,5452150,1631090224,duel,372289,true,182,1631089746
335,5452150,1631090236,duel,54485,false,182,1631089760
335,5452150,1631089760,duel,335381,false,188,1631090236
335,5452150,1631089762,duel,335381,true,186,1631090237
335,5452150,1631090237,duel,412012,false,182,1631089762
335,5452150,1631090245,duel,449089,true,182,1631089772
335,5452150,1631089772,duel,335381,false,188,1631090245
335,5452150,1631090246,duel,372289,true,182,1631089773
335,5452150,1631089773,duel,335381,false,186,1631090246
335,5452150,1631090248,duel,169212,true,178,1631089775
335,5452150,1631089775,duel,579397,false,173,1631090248
335,5452150,1631090258,duel,449089,false,189,1631089801
335,5452150,1631089801,duel,262121,true,188,1631090258
335,5452150,1631090265,duel,363625,false,173,1631089809
335,5452150,1631089809,duel,679438,true,178,1631090265
335,5452150,1631090269,duel,54485,false,178,1631089826
335,5452150,1631089826,duel,579397,true,188,1631090269
335,5452150,1631090276,duel,372289,false,175,1631089831
335,5452150,1631089831,duel,338639,true,186,1631090276
335,5452150,1631089847,duel,56145,true,188,1631090286
335,5452150,1631090286,duel,54485,false,177,1631089847
335,5465978,1793867322,duel,510447,false,183,1793867221
335,5465978,1793867221,duel,631559,false,181,1793867322
335,5465978,1793867432,duel,0,true,186,1793869257
335,5465978,1793869257,duel,578585,false,,1793867432
335,5465978,1793867572,duel,510447,false,182,1793867340
335,5465978,1793867340,duel,56334,true,181,1793867572
335,5465978,1793867378,duel,538640,false,175,1793867585
335,5465978,1793867585,duel,514807,true,195,1793867378
335,5465978,1793867477,duel,631559,false,184,1793867676
335,5465978,1793867676,duel,268785,true,183,1793867477
335,5465978,1793867680,duel,281248,false,183,1793867481
335,5465978,1793867481,duel,497351,true,190,1793867680
335,5465978,1793867497,duel,0,true,195,1793869260
335,5465978,1793869260,duel,519629,false,,1793867497
335,5465978,1793867506,duel,651679,true,189,1793867713
335,5465978,1793867713,duel,562633,false,190,1793867506
335,5465978,1793867721,duel,54485,false,187,1793867507
335,5465978,1793867507,duel,448997,true,188,1793867721
335,5465978,1793867640,duel,651679,false,190,1793867921
335,5465978,1793867921,duel,281248,true,190,1793867640
335,5465978,1793867698,duel,651679,true,195,1793867968
335,5465978,1793867968,duel,519629,false,190,1793867698
335,5465978,1793867813,duel,0,true,186,1793869271
335,5465978,1793869271,duel,412012,false,,1793867813
335,5465978,1793868081,duel,0,true,189,1793869273
335,5465978,1793869273,duel,436881,false,,1793868081
335,5465978,1793867918,duel,0,true,178,1793869276
335,5465978,1793869276,duel,26652,false,,1793867918
335,5465978,1793868102,duel,268785,false,182,1793867943
335,5465978,1793867943,duel,449421,false,184,1793868102
335,5465978,1793868116,duel,0,true,190,1793869282
335,5465978,1793869282,duel,651679,false,,1793868116
335,5465978,1793868122,duel,54485,false,183,1793867990
335,5465978,1793867990,duel,631559,false,188,1793868122
335,5465978,1793868409,duel,651679,false,178,1793868152
335,5465978,1793868152,duel,26652,true,190,1793868409
335,5465978,1793868165,duel,510447,false,173,1793868437
335,5465978,1793868437,duel,638476,true,181,1793868165
335,5465978,1793868443,duel,631559,true,190,1793868174
335,5465978,1793868174,duel,281248,false,183,1793868443
335,5465978,1793868481,duel,651679,false,186,1793868199
335,5465978,1793868199,duel,412012,true,190,1793868481
335,5465978,1793868204,duel,412012,false,189,1793868487
335,5465978,1793868487,duel,436881,false,186,1793868204
335,5465978,1793868612,duel,651679,false,195,1793868253
335,5465978,1793868253,duel,519629,true,190,1793868612
335,5465978,1793868615,duel,449421,true,173,1793868254
335,5465978,1793868254,duel,56079,false,182,1793868615
335,5465978,1793868619,duel,651679,false,195,1793868255
335,5465978,1793868255,duel,519629,false,190,1793868619
335,5465978,1793868673,duel,651679,true,195,1793868281
335,5465978,1793868281,duel,519629,false,190,1793868673
335,5465978,1793868325,duel,54485,false,185,1793868761
335,5465978,1793868761,duel,334056,true,188,1793868325
335,5465978,1793868326,duel,0,false,178,1793869296
335,5465978,1793869296,duel,519618,true,,1793868326
335,5465978,1793868981,duel,449421,false,173,1793868641
335,5465978,1793868641,duel,56079,true,182,1793868981
335,5465978,1793868649,duel,0,false,202,1793869311
335,5465978,1793869311,duel,523395,true,,1793868649
335,5465978,1793868993,duel,523395,true,195,1793868665
335,5465978,1793868665,duel,519629,false,202,1793868993
335,5465978,1793868713,duel,26652,true,183,1793869003
335,5465978,1793869003,duel,497351,false,178,1793868713
335,5465978,1793868716,duel,0,true,183,1793869315
335,5465978,1793869315,duel,622417,false,,1793868716
335,5465978,1793869010,duel,523395,true,190,1793868720
335,5465978,1793868720,duel,281248,false,202,1793869010
335,5465978,1793869011,duel,334056,true,190,1793868722
335,5465978,1793868722,duel,281248,false,185,1793869011
335,5465978,1793869034,duel,603456,false,190,1793868788
335,5465978,1793868788,duel,281248,true,192,1793869034
335,5465978,1793869065,duel,523395,true,195,1793868880
335,5465978,1793868880,duel,519629,false,202,1793869065
335,5465978,1793869073,duel,603456,true,186,1793868893
335,5465978,1793868893,duel,412012,false,192,1793869073
335,5227280,1104424985,duel,676912,true,195,1104425165
335,5227280,1104425165,duel,56073,false,189,1104424985
335,5227280,1104424988,duel,510447,false,192,1104425180
335,5227280,1104425180,duel,545144,true,181,1104424988
335,5227280,1104425016,duel,244135,false,188,1104425237
335,5227280,1104425237,duel,442106,true,190,1104425016
335,5227280,1104425088,duel,449089,false,186,1104425416
335,5227280,1104425416,duel,444298,false,188,1104425088
335,5227280,1104425089,duel,544937,true,193,1104425421
335,5227280,1104425421,duel,365445,false,175,1104425089
335,5227280,1104425163,duel,449089,true,186,1104425505
335,5227280,1104425505,duel,444298,false,188,1104425163
335,5227280,1104425277,duel,244135,true,188,1104425666
335,5227280,1104425666,duel,442106,false,190,1104425277
335,5227280,1104425679,duel,442106,false,189,1104425290
335,5227280,1104425290,duel,676912,true,188,1104425679
335,5227280,1104425360,duel,510447,false,195,1104425768
335,5227280,1104425768,duel,56073,true,181,1104425360
335,5227280,1104425812,duel,0,true,190,1104429084
335,5227280,1104429084,duel,207480,false,,1104425812
335,5227280,1104425452,duel,207480,false,193,1104425924
335,5227280,1104425924,duel,365445,true,190,1104425452
335,5227280,1104425499,duel,363625,true,189,1104426003
335,5227280,1104426003,duel,232015,false,178,1104425499
335,5227280,1104425533,duel,244135,true,188,1104426073
335,5227280,1104426073,duel,442106,false,190,1104425533
335,5227280,1104425560,duel,244135,false,188,1104426104
335,5227280,1104426104,duel,442106,true,190,1104425560
335,5227280,1104425572,duel,544937,true,195,1104426113
335,5227280,1104426113,duel,56073,false,175,1104425572
335,5227280,1104426114,duel,56073,false,190,1104425573
335,5227280,1104425573,duel,207480,true,195,1104426114
335,5227280,1104425606,duel,510447,true,192,1104426144
335,5227280,1104426144,duel,545144,false,181,1104425606
335,5227280,1104425617,duel,207480,false,189,1104426156
335,5227280,1104426156,duel,232015,false,190,1104425617
335,5227280,1104425771,duel,244135,false,188,1104426418
335,5227280,1104426418,duel,442106,true,190,1104425771
335,5227280,1104426456,duel,545144,false,188,1104425804
335,5227280,1104425804,duel,449089,false,192,1104426456
335,5227280,1104425979,duel,207480,false,188,1104426673
335,5227280,1104426673,duel,442106,true,190,1104425979
335,5227280,1104426002,duel,244135,true,192,1104426703
335,5227280,1104426703,duel,545144,false,190,1104426002
335,5227280,1104426051,duel,676912,false,171,1104426726
335,5227280,1104426726,duel,450212,true,189,1104426051
335,5227280,1104426068,duel,510447,true,195,1104426735
335,5227280,1104426735,duel,56073,false,181,1104426068
335,5227280,1104426127,duel,207480,true,193,1104426783
335,5227280,1104426783,duel,365445,false,190,1104426127
335,5227280,1104426128,duel,244135,false,188,1104426784
335,5227280,1104426784,duel,442106,false,190,1104426128
335,5227280,1104426146,duel,207480,true,193,1104426796
335,5227280,1104426796,duel,365445,false,190,1104426146
335,5227280,1104426165,duel,207480,false,193,1104426807
335,5227280,1104426807,duel,365445,true,190,1104426165
335,5227280,1104426234,duel,244135,true,189,1104426843
335,5227280,1104426843,duel,419211,false,190,1104426234
335,5227280,1104426304,duel,244135,false,188,1104426870
335,5227280,1104426870,duel,442106,true,190,1104426304
335,5227280,1104426307,duel,449089,false,192,1104426872
335,5227280,1104426872,duel,545144,false,188,1104426307
335,5227280,1104426910,duel,0,false,189,1104429112
335,5227280,1104429112,duel,676912,true,,1104426910
335,5227280,1104426461,duel,544937,false,188,1104426946
335,5227280,1104426946,duel,442106,true,175,1104426461
335,5227280,1104426503,duel,207480,true,188,1104427119
335,5227280,1104427119,duel,442106,false,190,1104426503
335,5227280,1104426504,duel,676912,false,173,1104426982
335,5227280,1104426982,duel,638476,true,189,1104426504
335,5227280,1104427014,duel,0,true,173,1104429118
335,5227280,1104429118,duel,56079,false,,1104427014
335,5227280,1104426547,duel,207480,false,188,1104427015
335,5227280,1104427015,duel,442106,true,190,1104426547
335,5227280,1104426568,duel,449089,false,176,1104427019
335,5227280,1104427019,duel,135100,true,188,1104426568
335,5227280,1104427097,duel,0,true,188,1104429122
335,5227280,1104429122,duel,449089,false,,1104427097
335,5227280,1104426664,duel,244135,false,188,1104427098
335,5227280,1104427098,duel,442106,true,190,1104426664
335,5227280,1104426668,duel,334043,true,192,1104427102
335,5227280,1104427102,duel,545144,false,186,1104426668
335,5465921,1698167703,duel,0,true,178,1698171652
335,5465921,1698171652,duel,26652,false,,1698167703
335,5465921,1698167708,duel,363625,false,184,1698167705
335,5465921,1698167705,duel,449721,true,178,1698167708
335,5465921,1698167883,duel,334043,true,181,1698167817
335,5465921,1698167817,duel,450799,false,186,1698167883
335,5465921,1698167919,duel,372289,false,187,1698167832
335,5465921,1698167832,duel,449374,true,186,1698167919
335,5465921,1698167834,duel,0,true,180,1698171655
335,5465921,1698171655,duel,69374,false,,1698167834
335,5465921,1698168151,duel,334043,false,175,1698168009
335,5465921,1698168009,duel,450074,true,186,1698168151
335,5465921,1698168310,duel,676912,false,190,1698168093
335,5465921,1698168093,duel,577998,false,189,1698168310
335,5465921,1698168329,duel,56223,false,190,1698168108
335,5465921,1698168108,duel,288618,true,190,1698168329
335,5465921,1698168199,duel,288618,false,175,1698168414
335,5465921,1698168414,duel,514807,true,190,1698168199
335,5465921,1698168235,duel,576284,true,186,1698168534
335,5465921,1698168534,duel,372289,false,180,1698168235
335,5465921,1698168395,duel,516745,true,188,1698168660
335,5465921,1698168660,duel,54485,false,178,1698168395
335,5465921,1698168470,duel,577998,false,186,1698168743
335,5465921,1698168743,duel,372289,true,190,1698168470
335,5465921,1698168759,duel,0,true,190,1698171672
335,5465921,1698171672,duel,577998,false,,1698168759
335,5465921,1698168756,duel,0,true,181,1698171673
335,5465921,1698171673,duel,450799,false,,1698168756
335,5465921,1698168476,duel,0,true,188,1698171674
335,5465921,1698171674,duel,54485,false,,1698168476
335,5465921,1698168520,duel,347364,true,189,1698168822
335,5465921,1698168822,duel,562633,false,174,1698168520
335,5465921,1698168860,duel,676912,false,180,1698168607
335,5465921,1698168607,duel,576284,true,189,1698168860
335,5465921,1698168862,duel,0,false,178,1698171678
335,5465921,1698171678,duel,516745,true,,1698168862
335,5465921,1698168918,duel,372289,false,187,1698168648
335,5465921,1698168920,duel,372289,false,178,1698168649
335,5465921,1698168648,duel,449374,false,186,1698168918
335,5465921,1698168649,duel,516745,false,186,1698168920
335,5465921,1698169064,duel,372289,false,180,1698169765
335,5465921,1698169765,duel,576284,true,186,1698169064
335,5465921,1698169101,duel,0,true,178,1698171686
335,5465921,1698171686,duel,516745,false,,1698169101
335,5465921,1698169155,duel,0,false,190,1698171689
335,5465921,1698171689,duel,577998,true,,1698169155
335,5465921,1698169325,duel,26652,false,178,1698168893
335,5465921,1698168893,duel,516745,true,178,1698169325
335,5465921,1698169400,duel,372289,false,184,1698168957
335,5465921,1698168957,duel,449721,true,186,1698169400
335,5465921,1698169061,duel,450799,true,186,1698169488
335,5465921,1698169488,duel,372289,false,181,1698169061
335,5465921,1698169542,duel,521253,true,190,1698169145
335,5465921,1698169145,duel,577998,false,195,1698169542
335,5465921,1698169583,duel,628964,true,180,1698169202
335,5465921,1698169202,duel,56390,false,181,1698169583
335,5465921,1698169652,duel,514807,false,181,1698169333
335,5465921,1698169333,duel,450799,true,175,1698169652
335,5465921,1698169334,duel,0,true,175,1698171710
335,5465921,1698171710,duel,514807,false,,1698169334
335,5465921,1698169343,duel,347364,true,195,1698169674
335,5465921,1698169674,duel,521253,false,174,1698169343
335,5465921,1698169344,duel,288618,false,175,1698169675
335,5465921,1698169675,duel,514807,true,190,1698169344
335,5465921,1698169696,duel,0,false,185,1698171714
335,5465921,1698171714,duel,523107,true,,1698169696
335,5465921,1698169368,duel,523107,true,186,1698169703
335,5465921,1698169703,duel,372289,false,185,1698169368
335,5465921,1698169384,duel,577998,false,195,1698169719
335,5465921,1698169719,duel,521253,true,190,1698169384
335,5465921,1698169413,duel,449721,true,178,1698169759
335,5465921,1698169759,duel,363625,false,184,1698169413
335,5227303,1198177464,duel,56643,false,184,1198177504
335,5227303,1198177504,duel,382384,true,185,1198177464
335,5227303,1198177522,duel,244135,true,185,1198177487
335,5227303,1198177487,duel,56643,false,190,1198177522
335,5227303,1198177595,duel,676912,false,188,1198177552
335,5227303,1198177552,duel,544348,true,189,1198177595
335,5227303,1198177599,duel,56643,true,184,1198177643
335,5227303,1198177643,duel,382384,false,185,1198177599
335,5227303,1198177706,duel,399566,true,178,1198177666
335,5227303,1198177666,duel,636225,false,184,1198177706
335,5227303,1198177770,duel,544941,true,173,1198177730
335,5227303,1198177730,duel,56079,false,173,1198177770
335,5227303,1198177883,duel,544348,true,190,1198177844
335,5227303,1198177844,duel,244135,false,188,1198177883
335,5227303,1198177911,duel,524508,true,190,1198177894
335,5227303,1198177894,duel,207480,false,188,1198177911
335,5227303,1198178158,duel,0,true,188,1198181552
335,5227303,1198181552,duel,449089,false,,1198178158
335,5227303,1198178344,duel,510447,false,175,1198178343
335,5227303,1198178343,duel,544936,true,181,1198178344
335,5227303,1198178361,duel,510447,false,185,1198178359
335,5227303,1198178359,duel,56643,true,181,1198178361
335,5227303,1198178455,duel,69374,false,170,1198178427
335,5227303,1198178427,duel,494013,false,180,1198178455
335,5227303,1198178721,duel,0,false,188,1198181573
335,5227303,1198181573,duel,544348,true,,1198178721
335,5227303,1198178760,duel,0,false,176,1198181574
335,5227303,1198181574,duel,682098,true,,1198178760
335,5227303,1198178905,duel,207480,false,188,1198178902
335,5227303,1198178902,duel,524508,true,190,1198178905
335,5227303,1198179016,duel,69374,false,188,1198179518
335,5227303,1198179518,duel,544348,true,180,1198179016
335,5227303,1198179031,duel,0,false,175,1198181580
335,5227303,1198181580,duel,552926,true,,1198179031
335,5227303,1198179200,duel,495728,true,189,1198179302
335,5227303,1198179302,duel,676912,false,179,1198179200
335,5227303,1198179315,duel,476345,false,188,1198179207
335,5227303,1198179207,duel,524508,true,187,1198179315
335,5227303,1198179439,duel,676912,true,185,1198179286
335,5227303,1198179286,duel,56643,false,189,1198179439
335,5227303,1198179299,duel,55955,true,181,1198179449
335,5227303,1198179449,duel,510447,false,184,1198179299
335,5227303,1198179321,duel,56643,false,181,1198179478
335,5227303,1198179478,duel,510447,false,185,1198179321
335,5227303,1198179330,duel,614884,false,188,1198179511
335,5227303,1198179511,duel,449089,false,170,1198179330
335,5227303,1198179543,duel,207480,false,188,1198179368
335,5227303,1198179368,duel,544348,true,190,1198179543
335,5227303,1198179553,duel,334043,true,184,1198179377
335,5227303,1198179377,duel,55955,false,186,1198179553
335,5227303,1198179402,duel,56643,false,175,1198179556
335,5227303,1198179556,duel,514807,true,185,1198179402
335,5227303,1198179653,duel,676912,false,185,1198179507
335,5227303,1198179507,duel,56643,true,189,1198179653
335,5227303,1198179509,duel,55955,false,184,1198179655
335,5227303,1198179655,duel,399566,true,184,1198179509
335,5227203,966274857,duel,520617,false,188,966274917
335,5227203,966274917,duel,449089,true,196,966274857
335,5227203,966274975,duel,512155,false,188,966275016
335,5227203,966275016,duel,257943,false,182,966274975
335,5227203,966275134,duel,520617,true,190,966275142
335,5227203,966275142,duel,244135,false,196,966275134
335,5227203,966275141,duel,520617,true,190,966275147
335,5227203,966275147,duel,244135,false,196,966275141
335,5227203,966275139,duel,56434,true,190,966275148
335,5227203,966275148,duel,244135,false,188,966275139
335,5227203,966275221,duel,512155,true,190,966275174
335,5227203,966275174,duel,207480,false,182,966275221
335,5227203,966275242,duel,520617,false,190,966275204
335,5227203,966275204,duel,244135,false,196,966275242
335,5227203,966275249,duel,0,false,188,966276870
335,5227203,966276870,duel,449089,true,,966275249
335,5227203,966275212,duel,476345,false,181,966275253
335,5227203,966275253,duel,281247,true,187,966275212
335,5227203,966275544,duel,520617,false,173,966275346
335,5227203,966275346,duel,169212,false,196,966275544
335,5227203,966275543,duel,481900,false,188,966275836
335,5227203,966275836,duel,56434,true,189,966275543
335,5227203,966275843,duel,0,false,190,966276886
335,5227203,966276886,duel,244135,true,,966275843
335,5227203,966275938,duel,56434,false,188,966275605
335,5227203,966275605,duel,257943,false,188,966275938
335,5227203,966275941,duel,512155,true,189,966275607
335,5227203,966275607,duel,481900,false,182,966275941
335,5227203,966276173,duel,476349,false,188,966275749
335,5227203,966276174,duel,281247,true,188,966275751
335,5227203,966275749,duel,449089,false,188,966276173
335,5227203,966275751,duel,449089,false,181,966276174
335,5227203,966275781,duel,0,true,182,966276897
335,5227203,966276897,duel,512155,false,,966275781
335,5227203,966275789,duel,207480,true,188,966276222
335,5227203,966276222,duel,56434,false,190,966275789
335,5227203,966276309,duel,443851,true,190,966275922
335,5227203,966275922,duel,244135,false,170,966276309
335,5227203,966276367,duel,512155,true,189,966275975
335,5227203,966275975,duel,481900,false,182,966276367
335,5227203,966276451,duel,443851,true,190,966276023
335,5227203,966276023,duel,207480,false,170,966276451
335,5227203,966276479,duel,520617,true,188,966276038
335,5227203,966276038,duel,257943,false,196,966276479
335,5227203,966276490,duel,520617,false,188,966276044
335,5227203,966276044,duel,449089,true,196,966276490
335,5227203,966276045,duel,449089,true,196,966276493
335,5227203,966276493,duel,520617,false,188,966276045
335,5227203,966276082,duel,513075,true,188,966276522
335,5227203,966276522,duel,56434,false,185,966276082
335,5227203,966276587,duel,443851,true,189,966276208
335,5227203,966276208,duel,481900,false,170,966276587
335,5227203,966276592,duel,289668,false,185,966276226
335,5227203,966276593,duel,289668,false,190,966276227
335,5227203,966276226,duel,513075,true,198,966276592
335,5227203,966276227,duel,244135,true,198,966276593
335,5227203,966276280,duel,203245,true,188,966276609
335,5227203,966276609,duel,476349,false,189,966276280
335,5227203,966276300,duel,0,false,182,966276917
335,5227203,966276917,duel,512155,true,,966276300
335,5227203,966276305,duel,203245,false,188,966276631
335,5227203,966276631,duel,476349,true,189,966276305
335,5227203,966276346,duel,244135,true,188,966276647
335,5227203,966276647,duel,476349,false,190,966276346
335,5227203,966276651,duel,289668,false,188,966276354
335,5227203,966276354,duel,449089,true,198,966276651
335,5227203,966276653,duel,190470,false,188,966276355
335,5227203,966276355,duel,449089,true,176,966276653
335,5227203,966276654,duel,0,true,190,966276918
335,5227203,966276918,duel,244135,false,,966276654
335,5227203,966276671,duel,476349,true,189,966276385
335,5227203,966276385,duel,203245,false,188,966276671
335,5227203,966276391,duel,481900,true,198,966276673
335,5227203,966276673,duel,289668,false,189,966276391
335,5227203,966276395,duel,513075,true,198,966276676
335,5227203,966276676,duel,289668,false,185,966276395
335,5227203,966276412,duel,207480,false,198,966276678
335,5227203,966276678,duel,289668,true,190,966276412
335,5227203,966276485,duel,203245,true,188,966276716
335,5227203,966276716,duel,476349,false,189,966276485
335,5465974,1776482907,duel,514807,false,177,1776482911
335,5465974,1776482911,duel,335695,true,175,1776482907
335,5465974,1776483001,duel,26652,false,175,1776482950
335,5465974,1776482950,duel,56474,true,178,1776483001
335,5465974,1776483058,duel,370269,false,190,1776483057
335,5465974,1776483057,duel,281248,false,188,1776483058
335,5465974,1776482989,duel,449407,true,195,1776483060
335,5465974,1776483060,duel,519629,false,191,1776482989
335,5465974,1776483073,duel,56017,false,175,1776483160
335,5465974,1776483160,duel,514807,true,183,1776483073
335,5465974,1776483095,duel,449407,false,190,1776483197
335,5465974,1776483197,duel,281248,true,191,1776483095
335,5465974,1776483130,duel,0,true,195,1776486985
335,5465974,1776486985,duel,519629,false,,1776483130
335,5465974,1776483134,duel,234373,false,180,1776483263
335,5465974,1776483263,duel,69374,true,183,1776483134
335,5465974,1776483176,duel,330539,false,175,1776483313
335,5465974,1776483313,duel,514807,true,0,1776483176
335,5465974,1776483214,duel,0,true,195,1776486986
335,5465974,1776486986,duel,519629,false,,1776483214
335,5465974,1776483215,duel,0,true,189,1776486987
335,5465974,1776486987,duel,562633,false,,1776483215
335,5465974,1776483283,duel,330539,true,189,1776483453
335,5465974,1776483453,duel,562633,false,0,1776483283
335,5465974,1776483284,duel,56017,false,175,1776483454
335,5465974,1776483454,duel,514807,false,183,1776483284
335,5465974,1776483310,duel,270136,false,181,1776483488
335,5465974,1776483488,duel,510447,false,189,1776483310
335,5465974,1776485105,duel,281248,false,188,1776483348
335,5465974,1776483348,duel,370269,false,190,1776485105
335,5465974,1776483558,duel,483429,false,190,1776485104
335,5465974,1776485104,duel,281248,false,185,1776483558
335,5465974,1776483358,duel,370269,false,195,1776483566
335,5465974,1776483566,duel,519629,true,188,1776483358
335,5465974,1776483359,duel,234373,true,189,1776483570
335,5465974,1776483570,duel,562633,false,183,1776483359
335,5465974,1776483389,duel,449407,true,195,1776483606
335,5465974,1776483606,duel,519629,false,191,1776483389
335,5465974,1776483422,duel,56017,true,175,1776483647
335,5465974,1776483647,duel,514807,false,183,1776483422
335,5465974,1776483587,duel,330539,false,189,1776483834
335,5465974,1776483588,duel,370269,false,195,1776483836
335,5465974,1776483589,duel,56017,false,184,1776483835
335,5465974,1776483834,duel,562633,false,0,1776483587
335,5465974,1776483836,duel,519629,false,188,1776483588
335,5465974,1776483835,duel,268785,false,183,1776483589
335,5465974,1776483595,duel,330539,true,186,1776483838
335,5465974,1776483838,duel,412012,false,0,1776483595
335,5465974,1776483596,duel,0,true,188,1776486991
335,5465974,1776486991,duel,54485,false,,1776483596
335,5465974,1776483661,duel,330539,false,189,1776483924
335,5465974,1776483924,duel,562633,true,0,1776483661
335,5465974,1776483928,duel,270136,false,190,1776484160
335,5465974,1776484160,duel,281248,true,189,1776483928
335,5465974,1776483966,duel,335695,true,175,1776484191
335,5465974,1776484191,duel,514807,false,177,1776483966
335,5465974,1776483967,duel,471964,true,175,1776484193
335,5465974,1776484193,duel,514807,false,181,1776483967
335,5465974,1776483983,duel,56474,true,190,1776484207
335,5465974,1776484207,duel,281248,false,175,1776483983
335,5465974,1776484002,duel,370269,false,188,1776484235
335,5465974,1776484235,duel,54485,false,188,1776484002
335,5465974,1776484374,duel,519629,true,0,1776484066
335,5465974,1776484066,duel,330539,false,195,1776484374
335,5465974,1776484369,duel,0,true,181,1776486996
335,5465974,1776486996,duel,471964,false,,1776484369
335,5465974,1776484139,duel,0,true,186,1776486998
335,5465974,1776486998,duel,412012,false,,1776484139
335,5465974,1776484137,duel,471964,false,175,1776484465
335,5465974,1776484138,duel,471964,false,175,1776484469
335,5465974,1776484465,duel,514807,true,181,1776484137
335,5465974,1776484469,duel,514807,false,181,1776484138
335,5465974,1776484158,duel,0,true,181,1776486999
335,5465974,1776486999,duel,510447,false,,1776484158
335,5465974,1776484260,duel,449407,true,195,1776484651
335,5465974,1776484651,duel,519629,false,191,1776484260
335,5465974,1776484310,duel,270136,true,190,1776484702
335,5465974,1776484702,duel,281248,false,189,1776484310
